0.1667    0.1667    -0.2001    16.6583
0.1667    0.1667    -0.6303    17.9603
0.1667    0.1667    -1.1251    18.3995
0.1667    0.1667    -1.6941    17.8967
0.1667    0.1667    -2.3484    17.4798
0.1667    0.1667    -3.1008    17.4361
0.1667    0.1667    -3.9662    17.3435
0.1667    0.1667    -4.9613    17.5697
0.1667    0.1667    -6.1057    17.8213
0.1667    0.1667    -7.4218    18.0528
0.1667    0.1667    -8.9353    18.2427
0.1667    0.5000    -0.2001    17.8833
0.1667    0.5000    -0.6303    17.7516
0.1667    0.5000    -1.1251    17.9359
0.1667    0.5000    -1.6941    17.7939
0.1667    0.5000    -2.3484    17.7090
0.1667    0.5000    -3.1008    17.7702
0.1667    0.5000    -3.9662    17.8570
0.1667    0.5000    -4.9613    17.9885
0.1667    0.5000    -6.1057    18.1395
0.1667    0.5000    -7.4218    18.2585
0.1667    0.5000    -8.9353    18.4392
0.1667    0.8333    -0.2001    18.4204
0.1667    0.8333    -0.6303    17.8764
0.1667    0.8333    -1.1251    17.8697
0.1667    0.8333    -1.6941    17.9585
0.1667    0.8333    -2.3484    17.7874
0.1667    0.8333    -3.1008    17.7697
0.1667    0.8333    -3.9662    17.8759
0.1667    0.8333    -4.9613    18.0526
0.1667    0.8333    -6.1057    18.2570
0.1667    0.8333    -7.4218    18.4066
0.1667    0.8333    -8.9353    18.6143
0.1667    1.1667    -0.2001    13.6987
0.1667    1.1667    -0.6303    16.5447
0.1667    1.1667    -1.1251    17.7816
0.1667    1.1667    -1.6941    18.0765
0.1667    1.1667    -2.3484    17.7566
0.1667    1.1667    -3.1008    17.6739
0.1667    1.1667    -3.9662    17.8037
0.1667    1.1667    -4.9613    17.9895
0.1667    1.1667    -6.1057    18.1913
0.1667    1.1667    -7.4218    18.3531
0.1667    1.1667    -8.9353    18.5836
0.1667    1.5000    -0.2001    16.7179
0.1667    1.5000    -0.6303    17.4554
0.1667    1.5000    -1.1251    18.0376
0.1667    1.5000    -1.6941    18.1233
0.1667    1.5000    -2.3484    17.6432
0.1667    1.5000    -3.1008    17.5163
0.1667    1.5000    -3.9662    17.7132
0.1667    1.5000    -4.9613    17.9470
0.1667    1.5000    -6.1057    18.1571
0.1667    1.5000    -7.4218    18.3270
0.1667    1.5000    -8.9353    18.5222
0.1667    1.8333    -0.2001    20.5941
0.1667    1.8333    -0.6303    18.0459
0.1667    1.8333    -1.1251    18.3769
0.1667    1.8333    -1.6941    18.1311
0.1667    1.8333    -2.3484    17.5132
0.1667    1.8333    -3.1008    17.3363
0.1667    1.8333    -3.9662    17.5704
0.1667    1.8333    -4.9613    17.8609
0.1667    1.8333    -6.1057    18.0958
0.1667    1.8333    -7.4218    18.2897
0.1667    1.8333    -8.9353    18.4698
0.1667    2.1667    -0.2001    11.7584
