112
# x y z
7	13	0
7	12	0
7	11	0
7	10	0
7	9	0
7	8	0
7	7	0
7	6	0
7	5	0
7	4	0
7	3	0
7	2	0
7	1	0
7	0	0
6	13	0
6	12	0
6	11	0
6	10	0
6	9	0
6	8	0
6	7	0
6	6	0
6	5	0
6	4	0
6	3	0
6	2	0
6	1	0
6	0	0
5	13	0
5	12	0
5	11	0
5	10	0
5	9	0
5	8	0
5	7	0
5	6	0
5	5	0
5	4	0
5	3	0
5	2	0
5	1	0
5	0	0
4	13	0
4	12	0
4	11	0
4	10	0
4	9	0
4	8	0
4	7	0
4	6	0
4	5	0
4	4	0
4	3	0
4	2	0
4	1	0
4	0	0
3	13	0
3	12	0
3	11	0
3	10	0
3	9	0
3	8	0
3	7	0
3	6	0
3	5	0
3	4	0
3	3	0
3	2	0
3	1	0
3	0	0
2	13	0
2	12	0
2	11	0
2	10	0
2	9	0
2	8	0
2	7	0
2	6	0
2	5	0
2	4	0
2	3	0
2	2	0
2	1	0
2	0	0
1	13	0
1	12	0
1	11	0
1	10	0
1	9	0
1	8	0
1	7	0
1	6	0
1	5	0
1	4	0
1	3	0
1	2	0
1	1	0
1	0	0
0	13	0
0	12	0
0	11	0
0	10	0
0	9	0
0	8	0
0	7	0
0	6	0
0	5	0
0	4	0
0	3	0
0	2	0
0	1	0
0	0	0
5606
# a b m n rhoa k err ip iperr
1	0	2	0	8.39867583437731e+00	3.19409297583413e+00	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	3	0	8.25536683410591e+00	6.49870254828027e+00	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	4	0	8.55719671933087e+00	9.92406843742236e+00	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	5	0	8.94645530923599e+00	1.34779007561703e+01	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	6	0	9.42876123606297e+00	1.71776512461591e+01	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	7	0	9.75844702441758e+00	2.10524605190982e+01	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	8	0	1.00675446321284e+01	2.51413946067133e+01	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	9	0	1.03683405354640e+01	2.94997625286337e+01	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	10	0	1.07037679418665e+01	3.42128631579389e+01	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	11	0	1.09499537140084e+01	3.94236338087294e+01	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	12	0	1.13803907517700e+01	4.54049630619369e+01	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	13	0	1.19999147805155e+01	5.28239663179474e+01	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	14	0	1.38698149661856e+01	6.68093185849221e+01	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	15	0	8.76290923527442e+00	3.19422505076783e+00	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	16	0	8.48715539051800e+00	4.54870481419522e+00	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	17	0	8.32480491179858e+00	7.29542100762298e+00	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	18	0	8.59601482877031e+00	1.04898656659702e+01	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	19	0	8.98760151331687e+00	1.39213805412926e+01	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	20	0	9.34267831961572e+00	1.75466163324858e+01	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	21	0	9.69927451582733e+00	2.13712429867936e+01	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	22	0	1.00294130358804e+01	2.54231646617112e+01	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	23	0	1.02413037924167e+01	2.97505622326833e+01	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	24	0	1.05744830584524e+01	3.44313360286678e+01	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	25	0	1.08655717055081e+01	3.95938129240964e+01	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	26	0	1.12912061994060e+01	4.54630624875421e+01	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	27	0	1.18089289639189e+01	5.24505603698915e+01	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	28	0	1.25345795351998e+01	6.09703019928489e+01	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	29	0	8.51856576444319e+00	6.49617619226672e+00	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	30	0	8.36449485222788e+00	7.29287918481166e+00	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	31	0	8.34194855379238e+00	9.32183151740773e+00	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	32	0	8.61425981171823e+00	1.20498539089759e+01	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	33	0	8.94738275824393e+00	1.51876825953309e+01	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	34	0	9.32399525853818e+00	1.86187590653438e+01	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	35	0	9.67904387031830e+00	2.23066730051492e+01	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	36	0	9.97127614100670e+00	2.62548478124814e+01	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	37	0	1.02490320354699e+01	3.04942681293491e+01	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
1	0	38	0	1.04796891474059e+01	3.50843292514426e+01	2.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00
