x,y
2024/05/02 13:00,221.59
2024/05/15 09:00,260.06
2024/05/15 13:00,243.02
2024/05/27 11:00,276.62
2024/07/07 03:00,196.62
2024/07/15 09:00,232.28
2024/09/28 01:00,207.49
2024/10/08 23:00,243.87
2024/11/02 17:00,234.68
2024/11/29 07:00,314.19
2024/11/29 15:00,245.16
2024/12/23 13:00,326.33
2024/06/25 19:00,224.16
2024/07/01 11:00,244.27
2024/05/19 11:00,257.17
2024/05/28 03:00,276.03
2024/12/18 01:00,308.15
2024/12/23 13:00,326.33
2025/01/10 15:00,304.56
2025/01/16 09:00,321.48
