0.2500    13.2500    -0.2903    19.0777
0.2500    13.2500    -0.9143    18.9292
0.2500    13.2500    -1.6320    18.9723
0.2500    13.2500    -2.4574    18.9989
0.2500    13.2500    -3.4065    18.9607
0.2500    13.2500    -4.4980    18.8544
0.2500    13.2500    -5.7533    18.7258
0.2500    13.2500    -7.1968    18.5736
0.2500    13.2500    -8.8568    18.3897
0.2500    13.7500    -0.2903    19.2615
0.2500    13.7500    -0.9143    19.0999
0.2500    13.7500    -1.6320    19.1511
0.2500    13.7500    -2.4574    19.1696
0.2500    13.7500    -3.4065    19.1297
0.2500    13.7500    -4.4980    19.0310
0.2500    13.7500    -5.7533    18.8956
0.2500    13.7500    -7.1968    18.7465
0.2500    13.7500    -8.8568    18.5569
0.2500    14.2500    -0.2903    19.3645
0.2500    14.2500    -0.9143    19.2015
0.2500    14.2500    -1.6320    19.2455
0.2500    14.2500    -2.4574    19.2673
0.2500    14.2500    -3.4065    19.2373
0.2500    14.2500    -4.4980    19.1472
0.2500    14.2500    -5.7533    19.0105
0.2500    14.2500    -7.1968    18.8402
0.2500    14.2500    -8.8568    18.6624
0.2500    14.7500    -0.2903    19.4203
0.2500    14.7500    -0.9143    19.2369
0.2500    14.7500    -1.6320    19.2794
0.2500    14.7500    -2.4574    19.2994
0.2500    14.7500    -3.4065    19.2687
0.2500    14.7500    -4.4980    19.1796
0.2500    14.7500    -5.7533    19.0457
0.2500    14.7500    -7.1968    18.8803
0.2500    14.7500    -8.8568    18.6966
0.2500    15.2500    -0.2903    19.4775
0.2500    15.2500    -0.9143    19.2836
0.2500    15.2500    -1.6320    19.3259
0.2500    15.2500    -2.4574    19.3457
0.2500    15.2500    -3.4065    19.3124
0.2500    15.2500    -4.4980    19.2177
0.2500    15.2500    -5.7533    19.0777
0.2500    15.2500    -7.1968    18.9085
0.2500    15.2500    -8.8568    18.7236
0.2500    15.7500    -0.2903    19.5515
0.2500    15.7500    -0.9143    19.3420
0.2500    15.7500    -1.6320    19.3826
0.2500    15.7500    -2.4574    19.4043
0.2500    15.7500    -3.4065    19.3687
0.2500    15.7500    -4.4980    19.2683
0.2500    15.7500    -5.7533    19.1188
0.2500    15.7500    -7.1968    18.9380
0.2500    15.7500    -8.8568    18.7456
0.2500    16.2500    -0.2903    19.6386
0.2500    16.2500    -0.9143    19.4074
0.2500    16.2500    -1.6320    19.4420
0.2500    16.2500    -2.4574    19.4656
0.2500    16.2500    -3.4065    19.4295
0.2500    16.2500    -4.4980    19.3209
