"TIMESTAMP","RECORD","Result_30cm_Avg","Result_50cm_Avg","Result_100cm_Avg","Result_150cm_Avg","Result_200cm_Avg","Result_300cm_Avg","Result_500cm_Avg","Result_700cm_Avg","Result_900cm_Avg","Result_30Ncm_Avg","Result_50Ncm_Avg","Result_60Ncm_Avg","Result_80Ncm_Avg","Result_100Ncm_Avg","BattV"
"2023-09-25 00:50:00",3968,31.26,0,0.007,13.47,34.42,21.29,23.07,22.38,29.7,40.19,9.64,4.216,0.99,0.473,12.86
"2023-09-25 01:00:00",3969,31.26,0,0.007,13.47,34.42,21.29,23.07,22.38,29.7,40.19,9.63,4.215,0.99,0.473,12.86
"2023-09-25 01:10:00",3970,31.26,0,0.007,13.47,34.42,21.29,23.07,22.38,29.7,40.19,9.63,4.212,0.99,0.473,12.85
"2023-09-25 01:20:00",3971,31.25,0,0.007,13.47,34.42,21.29,23.07,22.38,29.7,40.19,9.64,4.212,0.989,0.473,12.85
"2023-09-25 01:30:00",3972,31.25,0,0.007,13.47,34.42,21.29,23.07,22.38,29.7,40.19,9.64,4.207,0.988,0.473,12.85
"2023-09-25 01:40:00",3973,31.25,0,0.007,13.47,34.42,21.29,23.07,22.38,29.7,40.19,9.64,4.204,0.989,0.473,12.85
"2023-09-25 01:50:00",3974,31.25,0,0.007,13.47,34.42,21.29,23.07,22.38,29.7,40.19,9.66,4.199,0.989,0.472,12.85
"2023-09-25 02:00:00",3975,31.25,0,0.007,13.47,34.42,21.29,23.07,22.38,29.7,40.18,9.75,4.234,1,0.484,12.85
"2023-09-25 02:10:00",3976,31.25,0,0.007,13.47,34.42,21.29,23.07,22.38,29.7,40.18,9.75,4.239,1.004,0.492,12.84
"2023-09-25 02:20:00",3977,31.25,0,0.007,13.47,34.42,21.29,23.07,22.38,29.7,40.18,9.76,4.237,1.004,0.493,12.84
"2023-09-25 02:30:00",3978,31.25,0,0.007,13.47,34.42,21.29,23.07,22.39,29.7,40.19,9.77,4.238,1.005,0.494,12.84
"2023-09-25 02:40:00",3979,31.25,0,0.007,13.47,34.42,21.28,23.07,22.39,29.7,40.18,9.78,4.24,1.006,0.495,12.84
"2023-09-25 02:50:00",3980,31.25,0,0.007,13.47,34.42,21.28,23.07,22.39,29.7,40.18,9.78,4.245,1.005,0.495,12.84
"2023-09-25 03:00:00",3981,31.25,0,0.007,13.47,34.42,21.28,23.07,22.39,29.7,40.18,9.77,4.243,1.002,0.495,12.84
"2023-09-25 03:10:00",3982,31.25,0,0.007,13.47,34.42,21.28,23.07,22.39,29.7,40.18,9.78,4.242,1.001,0.495,12.83
"2023-09-25 03:20:00",3983,31.25,0,0.007,13.47,34.42,21.28,23.07,22.4,29.7,40.18,9.77,4.229,1.001,0.501,12.83
"2023-09-25 03:30:00",3984,31.25,0,0.007,13.47,34.42,21.28,23.07,22.4,29.7,40.18,9.77,4.225,0.998,0.5,12.83
"2023-09-25 03:40:00",3985,31.25,0,0.007,13.47,34.42,21.28,23.07,22.4,29.7,40.17,9.77,4.233,0.996,0.498,12.83
"2023-09-25 03:50:00",3986,31.25,0,0.007,13.47,34.42,21.28,23.07,22.4,29.7,40.17,9.78,4.234,1.001,0.498,12.82
"2023-09-25 04:00:00",3987,31.25,0,0.007,13.47,34.42,21.28,23.07,22.4,29.7,40.17,9.78,4.226,1.006,0.504,12.83
"2023-09-25 04:10:00",3988,31.25,0,0.007,13.47,34.42,21.28,23.07,22.4,29.7,40.16,9.76,4.224,1.003,0.501,12.83
"2023-09-25 04:20:00",3989,31.25,0,0.007,13.47,34.42,21.27,23.07,22.4,29.7,40.16,9.84,4.237,1.005,0.503,12.82
"2023-09-25 04:30:00",3990,31.24,0,0.007,13.47,34.42,21.27,23.07,22.4,29.7,40.16,9.86,4.238,1.006,0.504,12.82
"2023-09-25 04:40:00",3991,31.24,0,0.007,13.47,34.42,21.27,23.07,22.4,29.7,40.16,9.86,4.238,1.006,0.503,12.82
"2023-09-25 04:50:00",3992,31.24,0,0.007,13.47,34.42,21.27,23.07,22.4,29.7,40.16,9.84,4.24,1.005,0.504,12.82
"2023-09-25 05:00:00",3993,31.24,0,0.007,13.46,34.42,21.27,23.07,22.4,29.7,40.16,9.84,4.236,1.002,0.503,12.82
"2023-09-25 05:10:00",3994,31.24,0,0.007,13.46,34.42,21.27,23.07,22.4,29.7,40.16,9.84,4.242,1.001,0.502,12.81
"2023-09-25 05:20:00",3995,31.24,0,0.007,13.46,34.42,21.27,23.07,22.41,29.7,40.16,9.82,4.246,1,0.5,12.81
"2023-09-25 05:30:00",3996,31.24,0,0.007,13.46,34.42,21.27,23.07,22.41,29.7,40.15,9.78,4.235,0.999,0.497,12.81
"2023-09-25 05:40:00",3997,31.25,0,0.007,13.46,34.42,21.27,23.07,22.41,29.71,40.15,9.68,4.21,0.992,0.485,12.81
"2023-09-25 05:50:00",3998,31.25,0,0.007,13.46,34.42,21.27,23.07,22.41,29.71,40.15,9.73,4.23,0.998,0.493,12.82
"2023-09-25 06:00:00",3999,31.25,0,0.007,13.46,34.42,21.27,23.07,22.41,29.71,40.15,9.73,4.233,0.998,0.493,12.87
"2023-09-25 06:10:00",4000,31.25,0,0.007,13.46,34.42,21.27,23.07,22.41,29.71,40.15,9.74,4.232,0.999,0.493,13
"2023-09-25 06:20:00",4001,31.25,0,0.007,13.46,34.42,21.27,23.07,22.41,29.71,40.15,9.75,4.234,1,0.492,13.22
"2023-09-25 06:30:00",4002,31.24,0,0.007,13.46,34.42,21.27,23.07,22.41,29.71,40.15,9.75,4.228,1,0.491,13.52
"2023-09-25 06:40:00",4003,31.24,0,0.007,13.46,34.42,21.27,23.07,22.41,29.71,40.15,9.78,4.242,1.001,0.493,13.66
"2023-09-25 06:50:00",4004,31.24,0,0.007,13.46,34.42,21.27,23.07,22.41,29.71,40.15,9.79,4.251,1.002,0.497,14.13
"2023-09-25 07:00:00",4005,31.24,0,0.007,13.46,34.42,21.27,23.07,22.41,29.71,40.15,9.81,4.266,1.002,0.497,14.15
"2023-09-25 07:10:00",4006,31.24,0,0.007,13.46,34.42,21.26,23.07,22.41,29.71,40.15,9.84,4.281,1.002,0.498,14.13
"2023-09-25 07:20:00",4007,31.24,0,0.007,13.45,34.42,21.26,23.07,22.42,29.71,40.15,9.86,4.303,1.004,0.502,14.1
"2023-09-25 07:30:00",4008,31.23,0,0.007,13.46,34.42,21.26,23.07,22.42,29.71,40.15,9.87,4.31,1.002,0.504,14.13
"2023-09-25 07:40:00",4009,31.23,0,0.007,13.46,34.41,21.26,23.07,22.42,29.71,40.14,9.85,4.308,0.999,0.502,14.01
"2023-09-25 07:50:00",4010,31.22,0,0.007,13.46,34.42,21.25,23.07,22.42,29.71,40.14,9.84,4.301,0.995,0.499,14.02
"2023-09-25 08:00:00",4011,31.21,0,0.007,13.46,34.41,21.26,23.07,22.42,29.71,40.15,9.84,4.304,0.993,0.495,13.95
"2023-09-25 08:10:00",4012,31.23,0,0.007,13.46,34.42,21.25,23.07,22.41,29.72,40.15,9.83,4.302,0.993,0.496,13.94
"2023-09-25 08:20:00",4013,31.24,0,0.007,13.46,34.42,21.25,23.07,22.42,29.71,40.15,9.83,4.305,0.992,0.497,13.99
"2023-09-25 08:30:00",4014,31.24,0,0.007,13.46,34.42,21.26,23.07,22.42,29.72,40.16,9.83,4.301,0.991,0.495,13.91
"2023-09-25 08:40:00",4015,31.23,0,0.007,13.46,34.42,21.26,23.07,22.42,29.72,40.16,9.84,4.304,0.994,0.496,13.93
"2023-09-25 08:50:00",4016,31.22,0,0.007,13.46,34.42,21.25,23.07,22.42,29.72,40.16,9.84,4.3,0.994,0.496,14.04
"2023-09-25 09:00:00",4017,31.23,0,0.007,13.46,34.42,21.25,23.07,22.42,29.72,40.17,9.86,4.306,0.995,0.497,13.54
"2023-09-25 09:10:00",4018,31.25,0,0.007,13.46,34.42,21.25,23.07,22.42,29.72,40.17,9.86,4.301,0.994,0.496,13.38
"2023-09-25 09:20:00",4019,31.24,0,0.007,13.44,34.41,21.25,23.07,22.42,29.72,40.17,9.85,4.297,0.993,0.495,13.35
"2023-09-25 09:30:00",4020,31.24,0,0.007,13.46,34.42,21.25,23.07,22.42,29.71,40.17,9.85,4.296,0.993,0.495,13.3
"2023-09-25 09:40:00",4021,31.24,0,0.007,13.45,34.42,21.25,23.07,22.42,29.72,40.18,9.85,4.296,0.992,0.494,13.28
"2023-09-25 09:50:00",4022,31.22,0,0.007,13.44,34.4,21.25,23.07,22.42,29.72,40.18,9.85,4.294,0.99,0.493,13.28
"2023-09-25 10:00:00",4023,31.25,0,0.007,13.44,34.4,21.25,23.07,22.42,29.72,40.18,9.88,4.294,0.991,0.493,13.28
"2023-09-25 10:10:00",4024,31.26,0,0.007,13.45,34.41,21.25,23.07,22.42,29.72,40.19,9.92,4.294,0.991,0.493,13.27
"2023-09-25 10:20:00",4025,31.24,0,0.007,13.45,34.42,21.25,23.07,22.42,29.73,40.19,9.93,4.288,0.99,0.492,13.25
"2023-09-25 10:30:00",4026,31.27,0,0.007,13.45,34.41,21.25,23.07,22.42,29.73,40.19,9.93,4.285,0.989,0.491,13.25
"2023-09-25 10:40:00",4027,31.27,0,0.007,13.45,34.42,21.25,23.07,22.41,29.73,40.19,9.92,4.278,0.988,0.489,13.2
"2023-09-25 10:50:00",4028,31.25,0,0.007,13.45,34.41,21.25,23.07,22.41,29.73,40.2,9.91,4.277,0.987,0.488,13.21
"2023-09-25 11:00:00",4029,31.26,0,0.007,13.45,34.42,21.25,23.07,22.41,29.73,40.2,9.89,4.272,0.986,0.487,13.21
"2023-09-25 11:10:00",4030,31.27,0,0.007,13.45,34.42,21.25,23.07,22.42,29.73,40.2,9.87,4.267,0.985,0.486,13.19
"2023-09-25 11:20:00",4031,31.27,0,0.007,13.46,34.42,21.25,23.07,22.41,29.73,40.2,9.87,4.267,0.985,0.485,13.15
"2023-09-25 11:30:00",4032,31.29,0,0.007,13.45,34.41,21.25,23.07,22.42,29.72,40.2,9.86,4.265,0.984,0.483,13.18
"2023-09-25 11:40:00",4033,31.29,0,0.007,13.45,34.41,21.25,23.07,22.42,29.73,40.2,9.86,4.265,0.984,0.482,13.15
"2023-09-25 11:50:00",4034,31.29,0,0.007,13.46,34.42,21.24,23.07,22.41,29.72,40.2,9.86,4.262,0.984,0.482,13.12
"2023-09-25 12:00:00",4035,31.27,0,0.007,13.46,34.42,21.25,23.07,22.41,29.73,40.2,9.84,4.261,0.984,0.482,13.1
"2023-09-25 12:10:00",4036,31.3,0,0.007,13.44,34.42,21.24,23.07,22.41,29.73,40.21,9.82,4.252,0.983,0.482,13.11
"2023-09-25 12:20:00",4037,31.33,0,0.007,13.45,34.4,21.25,23.07,22.41,29.73,40.21,9.82,4.252,0.982,0.482,13.1
"2023-09-25 12:30:00",4038,31.31,0,0.007,13.45,34.41,21.24,23.08,22.4,29.73,40.21,9.84,4.258,0.983,0.482,13.1
"2023-09-25 12:40:00",4039,31.32,0,0.007,13.44,34.42,21.24,23.08,22.4,29.73,40.22,9.86,4.266,0.985,0.483,13.06
"2023-09-25 12:50:00",4040,31.34,0,0.007,13.45,34.41,21.24,23.07,22.4,29.73,40.22,9.86,4.266,0.985,0.483,13.06
"2023-09-25 13:00:00",4041,31.34,0,0.007,13.45,34.42,21.24,23.08,22.4,29.73,40.22,9.91,4.289,0.991,0.487,13.07
"2023-09-25 13:10:00",4042,31.33,0,0.007,13.45,34.42,21.24,23.08,22.41,29.73,40.22,9.92,4.29,0.993,0.492,13.07
"2023-09-25 13:20:00",4043,31.34,0,0.007,13.45,34.42,21.24,23.08,22.41,29.73,40.22,9.93,4.288,0.994,0.492,13.06
"2023-09-25 13:30:00",4044,31.39,0,0.007,13.47,34.41,21.24,23.08,22.42,29.73,40.22,9.93,4.289,0.993,0.492,13.12
"2023-09-25 13:40:00",4045,31.37,0,0.007,13.47,34.41,21.24,23.08,22.42,29.73,40.22,9.91,4.285,0.99,0.489,13.12
"2023-09-25 13:50:00",4046,31.41,0,0.007,13.47,34.42,21.24,23.08,22.43,29.73,40.21,9.91,4.278,0.989,0.486,13.19
"2023-09-25 14:00:00",4047,31.41,0,0.007,13.47,34.42,21.24,23.08,22.43,29.73,40.22,9.95,4.293,0.99,0.49,13.21
"2023-09-25 14:10:00",4048,31.38,0,0.007,13.44,34.42,21.23,23.08,22.43,29.73,40.22,9.96,4.295,0.991,0.491,13.22
"2023-09-25 14:20:00",4049,31.36,0,0.007,13.47,34.42,21.23,23.09,22.43,29.73,40.21,9.97,4.301,0.994,0.495,13.21
"2023-09-25 14:30:00",4050,31.36,0,0.007,13.47,34.43,21.23,23.08,22.44,29.73,40.2,9.97,4.301,0.995,0.498,13.15
"2023-09-25 14:40:00",4051,31.33,0,0.007,13.44,34.42,21.23,23.09,22.44,29.73,40.2,9.97,4.297,0.993,0.496,13.12
"2023-09-25 14:50:00",4052,31.33,0,0.007,13.43,34.39,21.23,23.08,22.44,29.73,40.2,10.01,4.291,0.994,0.499,13.13
"2023-09-25 15:00:00",4053,31.34,0,0.007,13.44,34.42,21.23,23.09,22.45,29.73,40.2,10.04,4.294,0.995,0.5,13.1
"2023-09-25 15:10:00",4054,31.35,0,0.007,13.43,34.42,21.23,23.09,22.44,29.73,40.19,10.04,4.292,0.996,0.5,13.13
"2023-09-25 15:20:00",4055,31.35,0,0.007,13.44,34.41,21.23,23.09,22.45,29.72,40.18,10.03,4.296,0.997,0.502,13.14
"2023-09-25 15:30:00",4056,31.35,0,0.007,13.45,34.43,21.23,23.09,22.45,29.73,40.18,10.03,4.295,0.997,0.502,13.13
"2023-09-25 15:40:00",4057,31.33,0,0.007,13.46,34.42,21.23,23.09,22.45,29.72,40.17,10.03,4.296,0.997,0.502,13.18
"2023-09-25 15:50:00",4058,31.34,0,0.007,13.46,34.43,21.23,23.09,22.45,29.73,40.17,10.04,4.296,0.997,0.502,13.17
"2023-09-25 16:00:00",4059,31.34,0,0.007,13.46,34.41,21.23,23.08,22.45,29.73,40.16,10.01,4.292,0.996,0.5,13.16
"2023-09-25 16:10:00",4060,31.35,0,0.007,13.47,34.43,21.23,23.09,22.46,29.74,40.16,10.01,4.307,0.998,0.501,13.28
"2023-09-25 16:20:00",4061,31.36,0,0.007,13.47,34.43,21.23,23.09,22.46,29.74,40.15,10.02,4.307,0.998,0.502,13.2
"2023-09-25 16:30:00",4062,31.36,0,0.007,13.47,34.43,21.23,23.09,22.46,29.74,40.16,10.01,4.31,0.998,0.501,13.21
"2023-09-25 16:40:00",4063,31.36,0,0.007,13.47,34.43,21.23,23.09,22.46,29.74,40.16,10,4.307,0.998,0.501,13.2
"2023-09-25 16:50:00",4064,31.36,0,0.007,13.47,34.43,21.23,23.09,22.46,29.74,40.16,9.98,4.287,0.996,0.498,13.28
"2023-09-25 17:00:00",4065,31.35,0,0.007,13.47,34.43,21.23,23.09,22.47,29.74,40.16,9.98,4.283,0.993,0.497,13.29
"2023-09-25 17:10:00",4066,31.35,0,0.007,13.47,34.42,21.23,23.09,22.47,29.74,40.15,9.99,4.283,0.993,0.496,13.28
"2023-09-25 17:20:00",4067,31.34,0,0.007,13.47,34.42,21.23,23.09,22.47,29.74,40.15,9.97,4.274,0.991,0.494,13.31
"2023-09-25 17:30:00",4068,31.34,0,0.007,13.47,34.42,21.23,23.09,22.48,29.74,40.15,9.96,4.267,0.991,0.493,13.35
"2023-09-25 17:40:00",4069,31.34,0,0.007,13.47,34.42,21.23,23.09,22.48,29.74,40.15,9.95,4.262,0.99,0.492,13.33
"2023-09-25 17:50:00",4070,31.33,0,0.007,13.47,34.42,21.23,23.09,22.49,29.74,40.14,9.94,4.257,0.989,0.491,13.26
"2023-09-25 18:00:00",4071,31.33,0,0.007,13.47,34.42,21.23,23.09,22.5,29.75,40.14,9.94,4.253,0.987,0.49,13.18
"2023-09-25 18:10:00",4072,31.32,0,0.007,13.47,34.42,21.23,23.09,22.5,29.75,40.14,9.93,4.251,0.987,0.49,13.12
"2023-09-25 18:20:00",4073,31.32,0,0.007,13.47,34.42,21.22,23.09,22.51,29.75,40.14,9.93,4.252,0.986,0.49,13.07
"2023-09-25 18:30:00",4074,31.32,0,0.007,13.47,34.42,21.22,23.09,22.51,29.75,40.14,9.93,4.251,0.985,0.49,13.03
"2023-09-25 18:40:00",4075,31.31,0,0.007,13.47,34.42,21.22,23.09,22.51,29.75,40.14,9.92,4.247,0.983,0.488,13.01
"2023-09-25 18:50:00",4076,31.31,0,0.007,13.47,34.42,21.22,23.09,22.51,29.75,40.13,9.91,4.245,0.982,0.488,12.98
"2023-09-25 19:00:00",4077,31.3,0,0.007,13.47,34.42,21.22,23.09,22.51,29.75,40.13,9.9,4.241,0.981,0.487,12.96
"2023-09-25 19:10:00",4078,31.3,0,0.007,13.47,34.42,21.22,23.09,22.51,29.76,40.13,9.9,4.239,0.98,0.486,12.95
"2023-09-25 19:20:00",4079,31.3,0,0.007,13.47,34.42,21.22,23.08,22.51,29.76,40.13,9.89,4.24,0.98,0.485,12.94
"2023-09-25 19:30:00",4080,31.3,0,0.007,13.47,34.42,21.22,23.08,22.51,29.76,40.12,9.88,4.239,0.979,0.485,12.93
"2023-09-25 19:40:00",4081,31.29,0,0.007,13.47,34.42,21.22,23.08,22.51,29.76,40.12,9.88,4.238,0.979,0.484,12.93
"2023-09-25 19:50:00",4082,31.29,0,0.007,13.47,34.42,21.22,23.08,22.51,29.76,40.12,9.89,4.238,0.978,0.485,12.92
"2023-09-25 20:00:00",4083,31.28,0,0.007,13.47,34.42,21.22,23.08,22.51,29.76,40.12,9.89,4.236,0.978,0.484,12.92
"2023-09-25 20:10:00",4084,31.28,0,0.007,13.47,34.42,21.21,23.08,22.51,29.77,40.12,9.87,4.232,0.977,0.483,12.92
"2023-09-25 20:20:00",4085,31.28,0,0.007,13.47,34.42,21.21,23.08,22.51,29.77,40.12,9.86,4.228,0.976,0.482,12.91
"2023-09-25 20:30:00",4086,31.27,0,0.007,13.47,34.42,21.21,23.08,22.51,29.77,40.12,9.86,4.228,0.975,0.481,12.91
"2023-09-25 20:40:00",4087,31.27,0,0.007,13.47,34.42,21.21,23.08,22.51,29.77,40.12,9.85,4.225,0.974,0.48,12.91
"2023-09-25 20:50:00",4088,31.27,0,0.007,13.47,34.42,21.21,23.08,22.51,29.77,40.11,9.85,4.223,0.973,0.48,12.91
"2023-09-25 21:00:00",4089,31.26,0,0.007,13.47,34.42,21.21,23.08,22.51,29.77,40.11,9.85,4.223,0.973,0.48,12.91
"2023-09-25 21:10:00",4090,31.26,0,0.007,13.47,34.42,21.21,23.08,22.51,29.77,40.11,9.83,4.219,0.972,0.479,12.91
"2023-09-25 21:20:00",4091,31.26,0,0.007,13.47,34.41,21.21,23.08,22.5,29.77,40.11,9.87,4.221,0.973,0.48,12.9
"2023-09-25 21:30:00",4092,31.25,0,0.007,13.47,34.41,21.21,23.08,22.5,29.77,40.11,9.88,4.222,0.972,0.481,12.9
"2023-09-25 21:40:00",4093,31.25,0,0.007,13.47,34.41,21.21,23.08,22.49,29.78,40.11,9.88,4.225,0.972,0.482,12.9
"2023-09-25 21:50:00",4094,31.25,0,0.007,13.47,34.41,21.21,23.08,22.49,29.78,40.11,9.84,4.218,0.97,0.48,12.9
"2023-09-25 22:00:00",4095,31.25,0,0.007,13.47,34.41,21.21,23.08,22.49,29.78,40.11,9.85,4.221,0.97,0.479,12.9
"2023-09-25 22:10:00",4096,31.25,0,0.007,13.47,34.41,21.21,23.08,22.5,29.78,40.11,9.87,4.226,0.972,0.48,12.9
"2023-09-25 22:20:00",4097,31.25,0,0.007,13.47,34.41,21.21,23.08,22.51,29.78,40.11,9.9,4.234,0.977,0.483,12.89
"2023-09-25 22:30:00",4098,31.25,0,0.007,13.47,34.41,21.21,23.08,22.51,29.78,40.11,9.89,4.232,0.978,0.482,12.89
"2023-09-25 22:40:00",4099,31.25,0,0.007,13.47,34.41,21.21,23.08,22.51,29.78,40.11,9.9,4.237,0.98,0.484,12.88
"2023-09-25 22:50:00",4100,31.25,0,0.007,13.47,34.41,21.21,23.08,22.52,29.78,40.11,9.91,4.243,0.982,0.488,12.89
"2023-09-25 23:00:00",4101,31.24,0,0.007,13.47,34.41,21.21,23.08,22.52,29.78,40.11,9.92,4.242,0.981,0.488,12.89
"2023-09-25 23:10:00",4102,31.24,0,0.007,13.47,34.41,21.21,23.08,22.52,29.78,40.1,9.93,4.244,0.983,0.488,12.88
"2023-09-25 23:20:00",4103,31.24,0,0.007,13.47,34.41,21.2,23.08,22.52,29.79,40.1,9.94,4.243,0.986,0.488,12.87
"2023-09-25 23:30:00",4104,31.24,0,0.007,13.47,34.41,21.2,23.08,22.52,29.79,40.1,9.96,4.255,0.993,0.494,12.87
"2023-09-25 23:40:00",4105,31.24,0,0.007,13.47,34.41,21.2,23.08,22.52,29.79,40.1,9.96,4.256,0.993,0.496,12.87
"2023-09-25 23:50:00",4106,31.24,0,0.007,13.47,34.41,21.2,23.08,22.52,29.79,40.1,9.96,4.256,0.993,0.496,12.87
"2023-09-25 24:00:00",4107,31.23,0,0.007,13.47,34.41,21.2,23.08,22.52,29.79,40.1,9.96,4.257,0.994,0.495,12.87
"2023-09-26 00:10:00",4108,31.22,0,0.007,13.47,34.41,21.2,23.08,22.52,29.79,40.1,9.96,4.256,0.994,0.495,12.86
"2023-09-26 00:20:00",4109,31.22,0,0.007,13.47,34.42,21.2,23.08,22.51,29.79,40.1,9.95,4.249,0.992,0.492,12.86
"2023-09-26 00:30:00",4110,31.22,0,0.007,13.47,34.41,21.2,23.08,22.51,29.79,40.09,9.96,4.25,0.993,0.492,12.86
"2023-09-26 00:40:00",4111,31.22,0,0.007,13.47,34.41,21.2,23.08,22.51,29.8,40.09,9.97,4.25,0.994,0.492,12.86
"2023-09-26 00:50:00",4112,31.22,0,0.007,13.47,34.42,21.2,23.08,22.51,29.8,40.1,9.97,4.248,0.993,0.492,12.85
"2023-09-26 01:00:00",4113,31.22,0,0.007,13.47,34.42,21.2,23.08,22.51,29.8,40.09,9.98,4.248,0.993,0.492,12.85
"2023-09-26 01:10:00",4114,31.22,0,0.007,13.47,34.42,21.2,23.08,22.51,29.8,40.09,9.98,4.248,0.994,0.493,12.85
"2023-09-26 01:20:00",4115,31.21,0,0.007,13.47,34.42,21.19,23.08,22.51,29.8,40.09,9.98,4.246,0.994,0.492,12.85
"2023-09-26 01:30:00",4116,31.21,0,0.007,13.47,34.42,21.19,23.08,22.51,29.8,40.09,9.97,4.247,0.995,0.492,12.85
"2023-09-26 01:40:00",4117,31.21,0,0.007,13.47,34.42,21.19,23.08,22.51,29.8,40.09,9.98,4.249,0.997,0.493,12.85
"2023-09-26 01:50:00",4118,31.21,0,0.007,13.47,34.42,21.19,23.08,22.51,29.8,40.09,9.98,4.249,0.998,0.492,12.84
"2023-09-26 02:00:00",4119,31.21,0,0.007,13.47,34.42,21.19,23.08,22.51,29.8,40.09,9.98,4.251,0.999,0.493,12.84
"2023-09-26 02:10:00",4120,31.21,0,0.007,13.47,34.42,21.19,23.08,22.51,29.8,40.09,10.04,4.271,1.002,0.494,12.84
"2023-09-26 02:20:00",4121,31.21,0,0.007,13.47,34.42,21.19,23.08,22.51,29.81,40.09,10,4.259,1,0.493,12.84
"2023-09-26 02:30:00",4122,31.21,0,0.007,13.47,34.42,21.19,23.08,22.51,29.81,40.09,9.98,4.252,0.999,0.492,12.84
"2023-09-26 02:40:00",4123,31.21,0,0.007,13.47,34.42,21.19,23.08,22.51,29.81,40.09,9.97,4.251,0.999,0.491,12.84
"2023-09-26 02:50:00",4124,31.21,0,0.007,13.47,34.42,21.19,23.08,22.51,29.81,40.09,9.97,4.251,0.999,0.491,12.83
"2023-09-26 03:00:00",4125,31.2,0,0.007,13.47,34.42,21.19,23.08,22.51,29.81,40.09,9.97,4.25,1,0.491,12.83
"2023-09-26 03:10:00",4126,31.2,0,0.007,13.47,34.42,21.19,23.08,22.51,29.81,40.09,9.98,4.251,1.003,0.493,12.83
"2023-09-26 03:20:00",4127,31.2,0,0.007,13.47,34.42,21.19,23.09,22.51,29.81,40.09,9.99,4.253,1.005,0.495,12.83
"2023-09-26 03:30:00",4128,31.2,0,0.007,13.47,34.42,21.19,23.08,22.51,29.81,40.08,10,4.257,1.005,0.494,12.83
"2023-09-26 03:40:00",4129,31.2,0,0.007,13.47,34.42,21.19,23.09,22.51,29.81,40.09,9.99,4.257,1.006,0.494,12.83
"2023-09-26 03:50:00",4130,31.2,0,0.007,13.47,34.42,21.19,23.09,22.52,29.81,40.09,9.98,4.254,1.005,0.494,12.82
"2023-09-26 04:00:00",4131,31.2,0,0.007,13.47,34.42,21.19,23.09,22.52,29.81,40.09,9.99,4.251,1.006,0.494,12.82
"2023-09-26 04:10:00",4132,31.2,0,0.007,13.47,34.42,21.18,23.09,22.52,29.81,40.09,9.99,4.251,1.006,0.494,12.82
"2023-09-26 04:20:00",4133,31.2,0,0.007,13.47,34.42,21.18,23.09,22.52,29.81,40.09,9.98,4.248,1.005,0.493,12.82
"2023-09-26 04:30:00",4134,31.2,0,0.007,13.47,34.42,21.18,23.09,22.52,29.81,40.09,9.98,4.247,1.005,0.493,12.82
"2023-09-26 04:40:00",4135,31.2,0,0.007,13.47,34.42,21.18,23.09,22.52,29.81,40.09,9.97,4.246,1.005,0.493,12.81
"2023-09-26 04:50:00",4136,31.2,0,0.007,13.47,34.42,21.18,23.09,22.52,29.81,40.09,9.97,4.246,1.005,0.493,12.81
"2023-09-26 05:00:00",4137,31.19,0,0.007,13.47,34.42,21.18,23.09,22.52,29.81,40.09,9.96,4.244,1.005,0.492,12.81
"2023-09-26 05:10:00",4138,31.19,0,0.007,13.47,34.42,21.18,23.09,22.52,29.81,40.09,9.95,4.24,1.004,0.491,12.81
"2023-09-26 05:20:00",4139,31.19,0,0.007,13.47,34.42,21.18,23.09,22.52,29.81,40.09,9.92,4.236,1.001,0.489,12.81
"2023-09-26 05:30:00",4140,31.19,0,0.007,13.47,34.42,21.18,23.09,22.52,29.81,40.09,9.9,4.228,0.999,0.487,12.81
"2023-09-26 05:40:00",4141,31.19,0,0.007,13.47,34.42,21.18,23.09,22.53,29.81,40.09,9.9,4.227,0.999,0.486,12.81
"2023-09-26 05:50:00",4142,31.19,0,0.007,13.47,34.42,21.18,23.09,22.53,29.81,40.09,9.88,4.223,0.997,0.485,12.83
"2023-09-26 06:00:00",4143,31.19,0,0.007,13.47,34.42,21.17,23.09,22.53,29.81,40.09,9.88,4.221,0.997,0.484,12.87
"2023-09-26 06:10:00",4144,31.19,0,0.007,13.47,34.42,21.17,23.09,22.52,29.81,40.09,9.87,4.218,0.996,0.484,12.96
"2023-09-26 06:20:00",4145,31.19,0,0.007,13.47,34.42,21.17,23.09,22.52,29.81,40.09,9.87,4.215,0.994,0.483,13.17
"2023-09-26 06:30:00",4146,31.19,0,0.007,13.47,34.42,21.17,23.09,22.52,29.81,40.09,9.9,4.222,0.995,0.485,13.62
"2023-09-26 06:40:00",4147,31.18,0,0.007,13.47,34.42,21.17,23.09,22.52,29.82,40.09,9.9,4.22,0.995,0.485,14.16
"2023-09-26 06:50:00",4148,31.18,0,0.007,13.47,34.42,21.17,23.09,22.52,29.82,40.09,9.91,4.222,0.994,0.485,14.09
"2023-09-26 07:00:00",4149,31.16,0,0.007,13.47,34.42,21.17,23.08,22.52,29.82,40.09,9.91,4.222,0.992,0.486,14.12
"2023-09-26 07:10:00",4150,31.15,0,0.007,13.47,34.42,21.17,23.08,22.52,29.82,40.09,9.9,4.219,0.991,0.485,14.02
"2023-09-26 07:20:00",4151,31.16,0,0.007,13.46,34.42,21.17,23.08,22.52,29.82,40.09,9.89,4.217,0.99,0.484,13.97
