"TIMESTAMP","RECORD","Result_20cm_Avg","Result_30cm_Avg","Result_50cm_Avg","Result_70cm_Avg","Result_100cm_Avg","Result_120cm_Avg","Result_140cm_Avg","Rain_mm_Tot","BattV"
"2025-06-14 04:50:00",706,34.16,33.5,33.85,36.56,36.25,38.74,38.06,0,13.05
"2025-06-14 05:00:00",707,34.17,33.5,33.85,36.55,36.25,38.74,38.06,0,13.04
"2025-06-14 05:10:00",708,34.17,33.5,33.85,36.55,36.25,38.74,38.06,0,13.04
"2025-06-14 05:20:00",709,34.17,33.5,33.85,36.55,36.25,38.74,38.06,0,13.04
"2025-06-14 05:30:00",710,34.16,33.5,33.85,36.55,36.25,38.74,38.06,0,13.08
"2025-06-14 05:40:00",711,34.16,33.5,33.85,36.55,36.25,38.74,38.06,0,13.13
"2025-06-14 05:50:00",712,34.16,33.52,33.85,36.55,36.25,38.73,38.06,0.5,13.21
"2025-06-14 06:00:00",713,34.18,33.52,33.85,36.55,36.25,38.73,38.06,0,13.31
"2025-06-14 06:10:00",714,34.18,33.52,33.85,36.55,36.25,38.73,38.06,0,13.43
"2025-06-14 06:20:00",715,34.18,33.51,33.85,36.55,36.25,38.73,38.06,0,13.59
"2025-06-14 06:30:00",716,34.18,33.51,33.85,36.55,36.25,38.73,38.06,0,13.57
"2025-06-14 06:40:00",717,34.17,33.51,33.85,36.55,36.25,38.73,38.06,0,13.57
"2025-06-14 06:50:00",718,34.17,33.51,33.85,36.55,36.25,38.74,38.06,0,13.57
"2025-06-14 07:00:00",719,34.16,33.51,33.85,36.55,36.25,38.74,38.06,0,13.56
"2025-06-14 07:10:00",720,34.16,33.51,33.85,36.55,36.25,38.74,38.06,0.5,13.54
"2025-06-14 07:20:00",721,34.17,33.51,33.85,36.55,36.25,38.74,38.06,0,13.57
"2025-06-14 07:30:00",722,34.18,33.51,33.85,36.54,36.25,38.74,38.06,0,13.54
"2025-06-14 07:40:00",723,34.19,33.52,33.85,36.55,36.25,38.73,38.06,0,13.57
"2025-06-14 07:50:00",724,34.2,33.53,33.85,36.55,36.25,38.73,38.06,0,13.58
"2025-06-14 08:00:00",725,34.2,33.53,33.85,36.55,36.25,38.73,38.06,0,13.58
"2025-06-14 08:10:00",726,34.21,33.53,33.85,36.54,36.25,38.73,38.05,0,13.57
"2025-06-14 08:20:00",727,34.2,33.53,33.85,36.54,36.25,38.73,38.05,0,13.56
"2025-06-14 08:30:00",728,34.19,33.53,33.85,36.54,36.24,38.72,38.04,0,13.56
"2025-06-14 08:40:00",729,34.18,33.49,33.79,36.48,36.16,38.67,37.99,0,13.5
"2025-06-14 08:50:00",730,34.19,33.5,33.76,36.45,36.15,38.66,37.92,0,13.51
"2025-06-14 09:00:00",731,34.21,33.52,33.81,36.49,36.17,38.64,37.97,0,13.5
"2025-06-14 09:10:00",732,34.26,33.52,33.82,36.49,36.17,38.65,37.92,0,13.46
"2025-06-14 09:20:00",733,34.3,33.52,33.83,36.52,36.2,38.67,37.97,0,13.42
"2025-06-14 09:30:00",734,34.33,33.53,33.83,36.52,36.18,38.67,37.96,0.5,13.42
"2025-06-14 09:40:00",735,34.34,33.53,33.84,36.52,36.21,38.7,37.99,0,13.4
"2025-06-14 09:50:00",736,34.35,33.54,33.82,36.5,36.21,38.69,37.97,0,13.4
"2025-06-14 10:00:00",737,34.38,33.55,33.83,36.51,36.21,38.7,37.96,0,13.37
"2025-06-14 10:10:00",738,34.42,33.56,33.81,36.47,36.19,38.68,37.99,0,13.34
"2025-06-14 10:20:00",739,34.41,33.56,33.83,36.51,36.19,38.69,37.98,0,13.31
"2025-06-14 10:30:00",740,34.42,33.57,33.83,36.51,36.2,38.71,37.98,0,13.32
"2025-06-14 10:40:00",741,34.43,33.58,33.84,36.53,36.22,38.74,38,0,13.47
"2025-06-14 10:50:00",742,34.44,33.59,33.84,36.53,36.23,38.75,38.03,0,13.31
"2025-06-14 11:00:00",743,34.46,33.6,33.84,36.53,36.23,38.75,38.05,0,13.3
"2025-06-14 11:10:00",744,34.48,33.61,33.84,36.52,36.22,38.74,38.03,0,13.29
"2025-06-14 11:20:00",745,34.49,33.61,33.85,36.53,36.23,38.75,38.05,0,13.29
"2025-06-14 11:30:00",746,34.5,33.62,33.85,36.52,36.22,38.75,38.04,0,13.54
"2025-06-14 11:40:00",747,34.51,33.63,33.85,36.52,36.23,38.75,38.05,0,13.22
"2025-06-14 11:50:00",748,34.48,33.64,33.85,36.5,36.2,38.71,37.99,0,13.24
"2025-06-14 12:00:00",749,34.53,33.65,33.85,36.52,36.22,38.74,38.04,0,13.25
"2025-06-14 12:10:00",750,34.53,33.66,33.85,36.49,36.19,38.68,38,0,13.26
"2025-06-14 12:20:00",751,34.51,33.66,33.85,36.52,36.2,38.72,38,0,13.78
"2025-06-14 12:30:00",752,34.5,33.67,33.85,36.52,36.22,38.72,38.04,0,13.24
"2025-06-14 12:40:00",753,34.52,33.68,33.85,36.51,36.21,38.69,38,0,13.26
"2025-06-14 12:50:00",754,34.54,33.69,33.86,36.52,36.21,38.71,37.99,0,13.24
"2025-06-14 13:00:00",755,34.55,33.69,33.86,36.5,36.19,38.72,38,0,13.26
"2025-06-14 13:10:00",756,34.56,33.7,33.85,36.51,36.21,38.74,38.03,0,13.24
"2025-06-14 13:20:00",757,34.57,33.71,33.86,36.52,36.22,38.75,38.04,0,13.25
"2025-06-14 13:30:00",758,34.59,33.71,33.86,36.52,36.22,38.74,38.02,0,13.24
"2025-06-14 13:40:00",759,34.59,33.72,33.85,36.5,36.18,38.71,38,0,13.2
"2025-06-14 13:50:00",760,34.57,33.73,33.85,36.48,36.17,38.7,37.99,0,13.25
"2025-06-14 14:00:00",761,34.57,33.73,33.87,36.51,36.19,38.7,38,0,13.25
"2025-06-14 14:10:00",762,34.56,33.73,33.87,36.52,36.22,38.73,38.01,0,13.25
"2025-06-14 14:20:00",763,34.55,33.74,33.87,36.51,36.22,38.74,38.02,0,13.2
"2025-06-14 14:30:00",764,34.55,33.74,33.87,36.52,36.22,38.75,38.05,0,13.25
"2025-06-14 14:40:00",765,34.55,33.75,33.87,36.52,36.22,38.75,38.05,0,13.21
"2025-06-14 14:50:00",766,34.54,33.75,33.88,36.52,36.22,38.76,38.05,0,13.2
"2025-06-14 15:00:00",767,34.54,33.76,33.88,36.52,36.22,38.76,38.05,0,13.16
"2025-06-14 15:10:00",768,34.54,33.76,33.88,36.52,36.2,38.71,37.99,0,13.26
"2025-06-14 15:20:00",769,34.55,33.76,33.88,36.51,36.19,38.71,38,0,13.24
"2025-06-14 15:30:00",770,34.54,33.77,33.87,36.5,36.16,38.7,38,0,13.29
"2025-06-14 15:40:00",771,34.54,33.77,33.88,36.48,36.15,38.7,37.99,0,13.28
"2025-06-14 15:50:00",772,34.53,33.78,33.89,36.51,36.16,38.69,37.98,0,13.3
"2025-06-14 16:00:00",773,34.51,33.77,33.89,36.52,36.2,38.7,37.94,0,13.28
"2025-06-14 16:10:00",774,34.5,33.78,33.89,36.52,36.18,38.68,37.99,0,13.28
"2025-06-14 16:20:00",775,34.51,33.78,33.89,36.51,36.15,38.71,38.01,0,13.28
"2025-06-14 16:30:00",776,34.52,33.79,33.89,36.5,36.16,38.69,37.99,0,13.27
"2025-06-14 16:40:00",777,34.55,33.79,33.9,36.53,36.2,38.72,38,0,13.28
"2025-06-14 16:50:00",778,34.54,33.79,33.9,36.53,36.21,38.75,38.03,0,13.28
"2025-06-14 17:00:00",779,34.53,33.79,33.9,36.53,36.21,38.76,38.05,0,13.28
"2025-06-14 17:10:00",780,34.51,33.79,33.9,36.53,36.21,38.76,38.05,0,13.28
"2025-06-14 17:20:00",781,34.49,33.79,33.9,36.53,36.21,38.76,38.05,0,13.28
"2025-06-14 17:30:00",782,34.48,33.79,33.91,36.53,36.21,38.76,38.05,0,13.28
"2025-06-14 17:40:00",783,34.46,33.79,33.91,36.54,36.21,38.76,38.05,0,13.28
"2025-06-14 17:50:00",784,34.44,33.79,33.91,36.54,36.2,38.76,38.05,0,13.27
"2025-06-14 18:00:00",785,34.42,33.79,33.92,36.54,36.2,38.76,38.05,0,13.37
"2025-06-14 18:10:00",786,34.4,33.78,33.92,36.54,36.2,38.76,38.05,0,13.33
"2025-06-14 18:20:00",787,34.39,33.78,33.92,36.54,36.2,38.76,38.05,0,13.35
"2025-06-14 18:30:00",788,34.38,33.76,33.92,36.54,36.2,38.76,38.05,0,13.3
"2025-06-14 18:40:00",789,34.36,33.75,33.93,36.54,36.2,38.76,38.05,0,13.25
"2025-06-14 18:50:00",790,34.35,33.75,33.93,36.54,36.2,38.76,38.05,0,13.2
"2025-06-14 19:00:00",791,34.33,33.74,33.93,36.54,36.2,38.76,38.05,0,13.18
"2025-06-14 19:10:00",792,34.32,33.74,33.93,36.54,36.2,38.76,38.05,0,13.15
"2025-06-14 19:20:00",793,34.31,33.74,33.93,36.55,36.2,38.76,38.05,0,13.14
"2025-06-14 19:30:00",794,34.29,33.73,33.93,36.55,36.2,38.75,38.05,0,13.13
"2025-06-14 19:40:00",795,34.28,33.72,33.93,36.55,36.2,38.75,38.05,0,13.12
"2025-06-14 19:50:00",796,34.29,33.72,33.93,36.55,36.2,38.75,38.05,0,13.11
"2025-06-14 20:00:00",797,34.26,33.71,33.93,36.55,36.2,38.75,38.05,0,13.1
"2025-06-14 20:10:00",798,34.23,33.71,33.93,36.55,36.2,38.75,38.05,0,13.1
"2025-06-14 20:20:00",799,34.21,33.7,33.94,36.55,36.2,38.75,38.05,0,13.09
"2025-06-14 20:30:00",800,34.2,33.7,33.94,36.56,36.2,38.75,38.05,0,13.08
"2025-06-14 20:40:00",801,34.19,33.69,33.94,36.56,36.2,38.75,38.05,0,13.08
"2025-06-14 20:50:00",802,33.95,33.68,33.94,36.56,36.2,38.75,38.05,0,13.08
"2025-06-14 21:00:00",803,33.99,33.68,33.94,36.56,36.2,38.75,38.05,0,13.07
"2025-06-14 21:10:00",804,33.88,33.67,33.94,36.56,36.2,38.75,38.05,0,13.07
"2025-06-14 21:20:00",805,33.87,33.67,33.94,36.56,36.2,38.75,38.05,0,13.07
"2025-06-14 21:30:00",806,33.86,33.66,33.94,36.56,36.2,38.75,38.05,0,13.07
"2025-06-14 21:40:00",807,33.85,33.65,33.94,36.57,36.2,38.75,38.05,0,13.06
"2025-06-14 21:50:00",808,33.84,33.65,33.94,36.57,36.2,38.75,38.05,0,13.06
"2025-06-14 22:00:00",809,33.84,33.64,33.94,36.57,36.2,38.75,38.05,0,13.06
"2025-06-14 22:10:00",810,33.83,33.64,33.94,36.57,36.2,38.75,38.05,0,13.06
"2025-06-14 22:20:00",811,33.83,33.63,33.94,36.57,36.2,38.75,38.05,0,13.06
"2025-06-14 22:30:00",812,33.82,33.63,33.94,36.57,36.2,38.75,38.05,0,13.06
"2025-06-14 22:40:00",813,33.82,33.62,33.94,36.57,36.2,38.75,38.05,0,13.05
"2025-06-14 22:50:00",814,33.81,33.62,33.94,36.57,36.2,38.75,38.05,0,13.05
"2025-06-14 23:00:00",815,33.81,33.61,33.94,36.58,36.2,38.75,38.05,0,13.05
"2025-06-14 23:10:00",816,33.8,33.61,33.95,36.58,36.2,38.75,38.05,0,13.05
"2025-06-14 23:20:00",817,33.8,33.6,33.95,36.58,36.2,38.75,38.05,0,13.05
"2025-06-14 23:30:00",818,33.79,33.6,33.94,36.58,36.2,38.75,38.05,0,13.05
"2025-06-14 23:40:00",819,33.78,33.59,33.94,36.58,36.2,38.75,38.05,0,13.04
"2025-06-14 23:50:00",820,33.78,33.59,33.94,36.58,36.2,38.75,38.05,0,13.04
"2025-06-15 00:00:00",821,33.77,33.58,33.94,36.58,36.2,38.75,38.05,0,13.04
"2025-06-15 00:10:00",822,33.77,33.57,33.94,36.58,36.19,38.75,38.05,0,13.04
"2025-06-15 00:20:00",823,33.76,33.57,33.94,36.58,36.19,38.75,38.05,0,13.04
"2025-06-15 00:30:00",824,33.76,33.56,33.94,36.58,36.19,38.75,38.05,0,13.04
"2025-06-15 00:40:00",825,33.76,33.56,33.94,36.58,36.19,38.75,38.05,0,13.04
"2025-06-15 00:50:00",826,33.76,33.56,33.94,36.58,36.19,38.75,38.05,0,13.03
"2025-06-15 01:00:00",827,33.75,33.55,33.94,36.58,36.19,38.75,38.05,0,13.03
"2025-06-15 01:10:00",828,33.75,33.55,33.94,36.58,36.19,38.75,38.05,0,13.04
"2025-06-15 01:20:00",829,33.74,33.54,33.94,36.58,36.19,38.75,38.05,0,13.03
"2025-06-15 01:30:00",830,33.73,33.54,33.94,36.58,36.19,38.75,38.05,0,13.03
"2025-06-15 01:40:00",831,33.73,33.53,33.94,36.58,36.19,38.75,38.05,0,13.03
"2025-06-15 01:50:00",832,33.73,33.53,33.94,36.59,36.19,38.75,38.05,0,13.03
"2025-06-15 02:00:00",833,33.72,33.52,33.94,36.59,36.19,38.75,38.05,0,13.03
"2025-06-15 02:10:00",834,33.72,33.52,33.94,36.59,36.19,38.75,38.05,0,13.03
"2025-06-15 02:20:00",835,33.71,33.52,33.93,36.59,36.19,38.75,38.05,0,13.02
"2025-06-15 02:30:00",836,33.72,33.51,33.93,36.59,36.19,38.75,38.05,0,13.02
"2025-06-15 02:40:00",837,33.71,33.51,33.93,36.59,36.19,38.75,38.05,0,13.02
"2025-06-15 02:50:00",838,33.71,33.5,33.93,36.59,36.19,38.75,38.05,0,13.02
"2025-06-15 03:00:00",839,33.7,33.5,33.93,36.59,36.19,38.75,38.05,0,13.02
"2025-06-15 03:10:00",840,33.69,33.5,33.93,36.59,36.18,38.75,38.05,0,13.02
"2025-06-15 03:20:00",841,33.68,33.5,33.93,36.59,36.18,38.75,38.05,0,13.02
"2025-06-15 03:30:00",842,33.69,33.49,33.93,36.59,36.18,38.75,38.05,0,13.02
"2025-06-15 03:40:00",843,33.69,33.49,33.93,36.59,36.18,38.75,38.05,0,13.02
"2025-06-15 03:50:00",844,33.82,33.49,33.93,36.59,36.18,38.75,38.05,0,13.02
"2025-06-15 04:00:00",845,33.8,33.48,33.93,36.59,36.18,38.75,38.05,0,13.02
"2025-06-15 04:10:00",846,33.88,33.48,33.93,36.59,36.18,38.75,38.05,0,13.02
"2025-06-15 04:20:00",847,33.86,33.48,33.93,36.59,36.18,38.75,38.05,0,13.02
"2025-06-15 04:30:00",848,33.86,33.47,33.93,36.59,36.18,38.75,38.05,0,13.02
"2025-06-15 04:40:00",849,33.8,33.47,33.93,36.59,36.18,38.75,38.05,0,13.02
"2025-06-15 04:50:00",850,33.85,33.46,33.93,36.59,36.18,38.75,38.05,0,13.02
"2025-06-15 05:00:00",851,33.76,33.46,33.93,36.59,36.18,38.75,38.05,0,13.01
"2025-06-15 05:10:00",852,33.7,33.46,33.93,36.59,36.18,38.75,38.05,0,13.01
"2025-06-15 05:20:00",853,33.7,33.46,33.93,36.59,36.18,38.75,38.05,0,13.02
"2025-06-15 05:30:00",854,33.69,33.45,33.93,36.59,36.18,38.75,38.05,0,13.06
"2025-06-15 05:40:00",855,33.7,33.45,33.93,36.59,36.18,38.75,38.05,0,13.16
"2025-06-15 05:50:00",856,33.7,33.45,33.92,36.59,36.18,38.75,38.05,0,13.31
"2025-06-15 06:00:00",857,33.7,33.45,33.92,36.59,36.18,38.75,38.05,0,13.52
"2025-06-15 06:10:00",858,33.71,33.45,33.92,36.59,36.18,38.75,38.05,0,13.6
"2025-06-15 06:20:00",859,33.71,33.44,33.92,36.59,36.18,38.75,38.05,0,13.57
"2025-06-15 06:30:00",860,33.7,33.44,33.92,36.59,36.18,38.75,38.05,0,13.54
"2025-06-15 06:40:00",861,33.71,33.44,33.92,36.59,36.18,38.75,38.05,0,13.52
"2025-06-15 06:50:00",862,33.71,33.44,33.92,36.59,36.17,38.75,38.05,0,13.52
"2025-06-15 07:00:00",863,33.73,33.44,33.92,36.59,36.17,38.75,38.05,0,13.53
"2025-06-15 07:10:00",864,33.74,33.44,33.92,36.59,36.17,38.74,38.04,0,13.62
"2025-06-15 07:20:00",865,33.73,33.44,33.92,36.58,36.16,38.73,38.04,0,13.46
"2025-06-15 07:30:00",866,33.77,33.44,33.92,36.59,36.17,38.75,38.05,0,13.47
"2025-06-15 07:40:00",867,33.71,33.44,33.89,36.52,36.13,38.69,37.98,0,13.46
"2025-06-15 07:50:00",868,33.7,33.44,33.9,36.54,36.11,38.69,37.98,0,13.43
"2025-06-15 08:00:00",869,33.73,33.45,33.91,36.58,36.14,38.68,37.99,0,13.41
"2025-06-15 08:10:00",870,33.75,33.45,33.91,36.58,36.16,38.7,37.99,0,13.42
"2025-06-15 08:20:00",871,33.76,33.45,33.91,36.58,36.16,38.72,37.97,0,13.41
"2025-06-15 08:30:00",872,33.77,33.46,33.91,36.58,36.14,38.68,37.97,0,13.43
"2025-06-15 08:40:00",873,33.79,33.46,33.9,36.55,36.11,38.69,37.99,0,13.43
"2025-06-15 08:50:00",874,33.81,33.46,33.89,36.55,36.12,38.7,37.98,0,13.45
"2025-06-15 09:00:00",875,33.82,33.48,33.91,36.57,36.14,38.72,38.01,0,13.38
"2025-06-15 09:10:00",876,33.85,33.48,33.91,36.57,36.13,38.69,37.98,0,13.38
"2025-06-15 09:20:00",877,33.85,33.49,33.91,36.58,36.15,38.7,37.98,0,13.38
"2025-06-15 09:30:00",878,33.9,33.49,33.91,36.58,36.17,38.73,38.01,0,13.38
"2025-06-15 09:40:00",879,34.08,33.5,33.91,36.58,36.17,38.75,38.03,0,13.37
"2025-06-15 09:50:00",880,33.83,33.5,33.91,36.58,36.17,38.75,38.04,0,13.36
"2025-06-15 10:00:00",881,33.86,33.51,33.91,36.58,36.17,38.75,38.05,0,13.36
"2025-06-15 10:10:00",882,33.89,33.52,33.91,36.58,36.16,38.75,38.02,0,13.33
"2025-06-15 10:20:00",883,33.94,33.52,33.91,36.58,36.16,38.75,38.03,0,13.26
"2025-06-15 10:30:00",884,33.97,33.53,33.91,36.57,36.16,38.74,38.03,0,13.26
"2025-06-15 10:40:00",885,33.97,33.54,33.91,36.57,36.16,38.74,38.04,0,13.24
"2025-06-15 10:50:00",886,33.95,33.54,33.91,36.58,36.16,38.75,38.04,0,13.26
"2025-06-15 11:00:00",887,33.96,33.55,33.91,36.58,36.16,38.75,38.04,0,13.76
"2025-06-15 11:10:00",888,33.97,33.56,33.91,36.57,36.16,38.74,38.03,0,13.3
"2025-06-15 11:20:00",889,33.96,33.56,33.91,36.57,36.16,38.74,38.04,0,13.26
"2025-06-15 11:30:00",890,33.95,33.57,33.91,36.58,36.16,38.75,38.04,0,13.25
"2025-06-15 11:40:00",891,33.95,33.57,33.91,36.58,36.16,38.74,38.04,0,13.24
"2025-06-15 11:50:00",892,33.95,33.58,33.92,36.58,36.16,38.75,38.04,0,13.26
"2025-06-15 12:00:00",893,33.95,33.59,33.92,36.58,36.16,38.75,38.04,0,13.26
"2025-06-15 12:10:00",894,33.95,33.59,33.92,36.57,36.15,38.74,38.02,0,13.27
"2025-06-15 12:20:00",895,33.96,33.59,33.92,36.57,36.15,38.75,38.04,0,13.2
"2025-06-15 12:30:00",896,33.97,33.6,33.92,36.57,36.16,38.75,38.04,0,13.24
"2025-06-15 12:40:00",897,33.98,33.6,33.92,36.58,36.16,38.75,38.04,0,13.28
"2025-06-15 12:50:00",898,33.98,33.61,33.92,36.58,36.15,38.75,38.04,0,13.18
"2025-06-15 13:00:00",899,33.96,33.61,33.93,36.57,36.16,38.75,38.04,0,13.23
"2025-06-15 13:10:00",900,33.98,33.61,33.93,36.58,36.16,38.75,38.04,0,13.24
"2025-06-15 13:20:00",901,33.98,33.62,33.93,36.57,36.15,38.75,38.04,0,13.24
"2025-06-15 13:30:00",902,33.98,33.63,33.93,36.58,36.16,38.75,38.03,0,13.24
"2025-06-15 13:40:00",903,33.96,33.64,33.93,36.58,36.15,38.75,38.04,0,13.19
"2025-06-15 13:50:00",904,33.97,33.64,33.93,36.57,36.16,38.75,38.03,0,13.24
"2025-06-15 14:00:00",905,33.96,33.65,33.93,36.57,36.16,38.75,38.04,0,13.24
"2025-06-15 14:10:00",906,33.95,33.65,33.93,36.58,36.16,38.75,38.05,0,13.24
"2025-06-15 14:20:00",907,33.95,33.66,33.93,36.58,36.15,38.75,38.04,0,13.24
"2025-06-15 14:30:00",908,33.94,33.62,33.93,36.58,36.15,38.75,38.04,0,13.25
"2025-06-15 14:40:00",909,33.94,33.62,33.93,36.58,36.15,38.75,38.04,0,13.24
"2025-06-15 14:50:00",910,33.94,33.62,33.93,36.57,36.15,38.75,38.04,0,13.19
"2025-06-15 15:00:00",911,33.94,33.63,33.94,36.58,36.15,38.75,38.04,0,13.18
"2025-06-15 15:10:00",912,33.94,33.63,33.94,36.57,36.13,38.71,37.99,0,13.25
"2025-06-15 15:20:00",913,33.95,33.64,33.94,36.58,36.14,38.71,37.98,0,13.22
"2025-06-15 15:30:00",914,33.93,33.64,33.94,36.57,36.12,38.69,38,0,13.23
"2025-06-15 15:40:00",915,33.91,33.64,33.94,36.57,36.11,38.69,37.99,0,13.29
"2025-06-15 15:50:00",916,33.9,33.64,33.95,36.57,36.12,38.7,37.98,0,13.28
"2025-06-15 16:00:00",917,33.88,33.63,33.94,36.57,36.13,38.7,37.96,0,13.28
"2025-06-15 16:10:00",918,33.87,33.67,33.95,36.58,36.12,38.7,37.96,0,13.28
"2025-06-15 16:20:00",919,33.94,33.68,33.95,36.55,36.09,38.7,37.98,0,13.28
"2025-06-15 16:30:00",920,33.9,33.67,33.95,36.54,36.09,38.7,37.98,0,13.28
"2025-06-15 16:40:00",921,33.89,33.66,33.94,36.57,36.11,38.69,37.99,0,13.27
"2025-06-15 16:50:00",922,33.86,33.66,33.96,36.57,36.14,38.74,38.02,0,13.28
"2025-06-15 17:00:00",923,33.84,33.66,33.96,36.58,36.14,38.75,38.04,0,13.27
"2025-06-15 17:10:00",924,33.83,33.66,33.96,36.58,36.14,38.75,38.04,0,13.27
"2025-06-15 17:20:00",925,33.82,33.65,33.96,36.58,36.14,38.75,38.04,0,13.27
"2025-06-15 17:30:00",926,33.81,33.65,33.96,36.58,36.14,38.75,38.04,0,13.27
"2025-06-15 17:40:00",927,33.8,33.64,33.96,36.58,36.14,38.75,38.04,0,13.28
"2025-06-15 17:50:00",928,33.79,33.64,33.96,36.59,36.14,38.75,38.04,0,13.38
"2025-06-15 18:00:00",929,33.78,33.63,33.97,36.59,36.14,38.75,38.04,0,13.33
"2025-06-15 18:10:00",930,33.75,33.63,33.97,36.59,36.14,38.75,38.04,0,13.32
"2025-06-15 18:20:00",931,33.73,33.62,33.97,36.59,36.14,38.75,38.04,0,13.32
"2025-06-15 18:30:00",932,33.71,33.62,33.97,36.59,36.14,38.75,38.04,0,13.26
"2025-06-15 18:40:00",933,33.7,33.61,33.97,36.59,36.14,38.75,38.04,0,13.22
"2025-06-15 18:50:00",934,33.68,33.6,33.98,36.59,36.14,38.75,38.04,0,13.18
"2025-06-15 19:00:00",935,33.66,33.6,33.98,36.6,36.14,38.75,38.04,0,13.15
"2025-06-15 19:10:00",936,33.64,33.59,33.98,36.6,36.14,38.75,38.04,0,13.14
"2025-06-15 19:20:00",937,33.62,33.58,33.98,36.6,36.14,38.75,38.04,0,13.12
"2025-06-15 19:30:00",938,33.62,33.57,33.98,36.6,36.14,38.75,38.04,0,13.11
"2025-06-15 19:40:00",939,33.61,33.57,33.98,36.6,36.14,38.75,38.04,0,13.1
"2025-06-15 19:50:00",940,33.6,33.56,33.98,36.6,36.14,38.75,38.04,0,13.1
"2025-06-15 20:00:00",941,33.6,33.55,33.98,36.6,36.14,38.75,38.04,0,13.08
"2025-06-15 20:10:00",942,33.6,33.54,33.98,36.6,36.14,38.75,38.04,0,13.08
"2025-06-15 20:20:00",943,33.59,33.54,33.99,36.61,36.14,38.75,38.04,0,13.07
"2025-06-15 20:30:00",944,33.59,33.53,33.99,36.61,36.14,38.75,38.04,0,13.07
"2025-06-15 20:40:00",945,33.59,33.52,33.99,36.61,36.14,38.75,38.04,0,13.07
"2025-06-15 20:50:00",946,33.58,33.51,33.99,36.61,36.14,38.75,38.04,0,13.06
"2025-06-15 21:00:00",947,33.58,33.51,33.99,36.61,36.14,38.75,38.04,0,13.06
"2025-06-15 21:10:00",948,33.57,33.5,33.99,36.61,36.14,38.75,38.04,0,13.06
"2025-06-15 21:20:00",949,33.56,33.49,33.99,36.61,36.14,38.75,38.04,0,13.06
"2025-06-15 21:30:00",950,33.55,33.48,33.99,36.61,36.14,38.75,38.04,0,13.05
"2025-06-15 21:40:00",951,33.55,33.48,33.99,36.62,36.14,38.75,38.04,0,13.05
"2025-06-15 21:50:00",952,33.54,33.47,33.99,36.62,36.14,38.75,38.04,0,13.05
"2025-06-15 22:00:00",953,33.54,33.46,33.99,36.62,36.14,38.75,38.04,0,13.05
"2025-06-15 22:10:00",954,33.54,33.45,33.99,36.62,36.14,38.75,38.04,0,13.04
"2025-06-15 22:20:00",955,33.57,33.45,33.99,36.62,36.14,38.75,38.04,0,13.04
"2025-06-15 22:30:00",956,33.58,33.44,33.99,36.62,36.14,38.75,38.04,0,13.04
"2025-06-15 22:40:00",957,33.58,33.44,33.99,36.62,36.14,38.75,38.04,0,13.04
"2025-06-15 22:50:00",958,33.57,33.43,33.99,36.62,36.14,38.75,38.04,0,13.04
"2025-06-15 23:00:00",959,33.57,33.42,33.98,36.63,36.14,38.75,38.04,0,13.04
"2025-06-15 23:10:00",960,33.56,33.42,33.98,36.63,36.14,38.75,38.04,0,13.03
"2025-06-15 23:20:00",961,33.55,33.41,33.98,36.63,36.14,38.75,38.04,0,13.03
"2025-06-15 23:30:00",962,33.55,33.4,33.98,36.63,36.15,38.75,38.04,0,13.03
"2025-06-15 23:40:00",963,33.54,33.4,33.98,36.63,36.14,38.75,38.04,0,13.02
"2025-06-15 23:50:00",964,33.54,33.39,33.98,36.63,36.15,38.75,38.04,0,13.02
"2025-06-16 00:00:00",965,33.54,33.38,33.98,36.63,36.15,38.75,38.04,0,13.02
"2025-06-16 00:10:00",966,33.54,33.38,33.97,36.63,36.15,38.75,38.04,0,13.02
"2025-06-16 00:20:00",967,33.53,33.37,33.97,36.63,36.15,38.75,38.04,0,13.02
"2025-06-16 00:30:00",968,33.53,33.36,33.97,36.63,36.15,38.75,38.04,0,13.02
"2025-06-16 00:40:00",969,33.53,33.36,33.97,36.63,36.15,38.75,38.04,0,13.02
"2025-06-16 00:50:00",970,33.52,33.35,33.97,36.63,36.15,38.75,38.04,0,13.02
"2025-06-16 01:00:00",971,33.52,33.35,33.97,36.63,36.15,38.75,38.04,0,13.02
"2025-06-16 01:10:00",972,33.52,33.34,33.97,36.63,36.15,38.75,38.04,0,13.02
"2025-06-16 01:20:00",973,33.52,33.34,33.96,36.63,36.15,38.75,38.04,0,13.01
"2025-06-16 01:30:00",974,33.52,33.33,33.96,36.63,36.14,38.75,38.04,0,13.01
"2025-06-16 01:40:00",975,33.51,33.32,33.96,36.63,36.14,38.75,38.04,0,13.01
"2025-06-16 01:50:00",976,33.51,33.32,33.96,36.63,36.15,38.75,38.04,0,13.01
"2025-06-16 02:00:00",977,33.51,33.32,33.96,36.63,36.14,38.75,38.04,0,13.01
"2025-06-16 02:10:00",978,33.51,33.31,33.96,36.63,36.14,38.75,38.04,0,13.01
"2025-06-16 02:20:00",979,33.51,33.31,33.96,36.63,36.14,38.75,38.04,0,13.01
"2025-06-16 02:30:00",980,33.51,33.3,33.96,36.63,36.14,38.75,38.04,0,13.01
"2025-06-16 02:40:00",981,33.5,33.3,33.96,36.63,36.14,38.75,38.04,0,13.01
"2025-06-16 02:50:00",982,33.5,33.29,33.96,36.63,36.14,38.75,38.04,0,13.01
"2025-06-16 03:00:00",983,33.5,33.29,33.96,36.63,36.14,38.75,38.04,0,13.01
