0.2500    0.2500    -0.2903    17.0087
0.2500    0.2500    -0.9143    13.3070
0.2500    0.2500    -1.6320    15.8072
0.2500    0.2500    -2.4574    17.2350
0.2500    0.2500    -3.4065    18.6977
0.2500    0.2500    -4.4980    18.8480
0.2500    0.2500    -5.7533    18.5855
0.2500    0.2500    -7.1968    18.4559
0.2500    0.2500    -8.8568    18.4316
0.2500    0.7500    -0.2903    10.5291
0.2500    0.7500    -0.9143    10.0122
0.2500    0.7500    -1.6320    15.6138
0.2500    0.7500    -2.4574    18.9114
0.2500    0.7500    -3.4065    19.4722
0.2500    0.7500    -4.4980    19.1402
0.2500    0.7500    -5.7533    18.7921
0.2500    0.7500    -7.1968    18.5664
0.2500    0.7500    -8.8568    18.4809
0.2500    1.2500    -0.2903    25.3056
0.2500    1.2500    -0.9143    12.0088
0.2500    1.2500    -1.6320    16.2148
0.2500    1.2500    -2.4574    19.8050
0.2500    1.2500    -3.4065    19.7804
0.2500    1.2500    -4.4980    19.4711
0.2500    1.2500    -5.7533    18.9507
0.2500    1.2500    -7.1968    18.6581
0.2500    1.2500    -8.8568    18.5489
0.2500    1.7500    -0.2903    11.0266
0.2500    1.7500    -0.9143    9.2491
0.2500    1.7500    -1.6320    15.7890
0.2500    1.7500    -2.4574    19.6481
0.2500    1.7500    -3.4065    19.8451
0.2500    1.7500    -4.4980    19.7424
0.2500    1.7500    -5.7533    19.0817
0.2500    1.7500    -7.1968    18.6505
0.2500    1.7500    -8.8568    18.5144
0.2500    2.2500    -0.2903    20.5235
0.2500    2.2500    -0.9143    12.0089
0.2500    2.2500    -1.6320    15.7063
0.2500    2.2500    -2.4574    20.2115
0.2500    2.2500    -3.4065    20.1860
0.2500    2.2500    -4.4980    20.1965
0.2500    2.2500    -5.7533    19.3608
0.2500    2.2500    -7.1968    18.7156
0.2500    2.2500    -8.8568    18.5015
0.2500    2.7500    -0.2903    17.7881
0.2500    2.7500    -0.9143    10.7103
0.2500    2.7500    -1.6320    15.5032
0.2500    2.7500    -2.4574    20.7781
0.2500    2.7500    -3.4065    21.0606
0.2500    2.7500    -4.4980    20.6675
0.2500    2.7500    -5.7533    19.5813
0.2500    2.7500    -7.1968    18.7841
0.2500    2.7500    -8.8568    18.4990
0.2500    3.2500    -0.2903    19.0353
