datetime,alpha_one_RHOA_1,alpha_one_RHOA_2,alpha_one_RHOA_3,alpha_one_RHOA_4,alpha_one_RHOA_5,alpha_one_RHOA_6,alpha_one_RHOA_7,alpha_one_RHOA_8,alpha_one_RHOA_9,alpha_one_RHOA_10,alpha_one_RHOA_11,alpha_one_RHOA_12,alpha_one_RHOA_13,alpha_one_RHOA_14
2024-03-04 22:00:00,50.493619090985746,47.824720049402636,56.778159428690245,55.584954499459386,51.29678729320657,50.74169734196588,52.268328326833156,58.256293106351094,58.018143658429594,69.08428808694487,78.08849247203624,90.67036221141532,91.40954260564247,79.15253593920673
2024-03-05 00:00:00,50.05287875926036,47.41959638377917,56.27343455633989,55.45756550645188,51.03002768477524,50.379921382114844,51.89470519009317,57.60515292699707,57.561746249896984,68.4302050595606,77.28897639973465,90.03250454632155,90.62474189349372,78.27241978539173
2024-03-05 02:00:00,50.17481011868711,47.31462638751126,56.18904303165176,55.48789495783049,50.93680919823489,50.301106230079,51.7723445481389,57.56692432663007,57.31228447159813,68.28260880954579,77.21202595514241,90.17599719983234,90.6674098282317,78.23558319956348
2024-03-05 04:00:00,50.131958641959166,47.24496701548592,55.83001862741408,55.410793383499225,50.64225523395926,50.106032807552936,51.808345675245064,57.38278641987147,57.084012416150784,67.84639088679646,76.64519900625004,88.96333376089675,89.7430587154319,77.63603552883988
2024-03-05 06:00:00,50.135503482143555,47.19789082990865,56.16088466453829,55.46280264708029,51.00530606685047,50.07427407694206,51.71779949681514,57.25679219490964,57.363576003959174,68.18838049829333,77.09386300324995,89.4642898050348,89.9804365640502,77.88896382146721
2024-03-05 08:00:00,51.34642506772304,48.276928024612616,57.61661583006506,55.59213634204064,51.90629958465227,50.72166733655843,52.53737546530711,58.71530034035027,58.44965207826798,69.79042205366595,78.73867875640954,89.06873034133335,93.10104330029,88.345096666566
2024-03-05 10:00:00,51.14030201283651,48.19461091598551,57.147026479518544,55.804846430090514,51.37638131661461,50.69322449885625,52.39433925345132,58.452337705694674,58.30359559004357,69.82741518421682,78.4036573602394,88.46400831509405,92.73715314337966,88.1908430277836
2024-03-05 12:00:00,50.77925760254399,47.82698591511171,56.58053000059781,55.78985929361135,51.238739212077476,50.36982741399571,52.15699513548811,58.26905628670385,58.18795447184442,69.1891112241278,77.94407208363043,88.12645355456975,92.47829496564304,87.94962437833347
2024-03-05 14:00:00,50.407843315955695,47.53717532581396,56.46809154433266,55.18787365693705,50.907765131603604,50.09246969097049,51.740606712400584,57.626718314125775,57.4448926977037,68.41364211525482,76.92259811529928,86.78693095881773,91.4038324548709,87.28255109862138
2024-03-05 16:00:00,50.24751764624109,47.67396391656815,55.94933126333322,55.199490080564956,50.85370663600612,50.04401307106936,51.75465049572992,57.69076688719966,57.61841708710558,68.54802006264106,77.05593802399534,86.54992976230668,91.61858695880451,87.34226330879936
2024-03-05 18:00:00,50.241019933290154,47.8544900057673,56.28872211899486,55.62761936265466,51.231446822808074,50.15300563503904,51.935457239932774,57.99942975941598,57.8203291551977,68.62111441929555,77.70968944324537,87.59863444811215,92.22719396062179,87.44509209796192
2024-03-05 20:00:00,50.356133220928065,48.028812688812515,56.44714862820348,55.602659373276715,51.22132392680504,49.989718807770146,51.87994389204017,57.894088727293614,57.72347379589617,69.05533949304555,78.08320695701701,87.87708350316449,92.61192324279617,87.72417192701832
2024-03-05 22:00:00,50.39048125980702,47.95674862563761,56.58103842523282,55.78712929477313,51.217510411575255,50.0479628846812,52.07921096651223,58.05212116542274,57.82749227097912,69.16680664494275,78.05407890132506,88.16208282503405,92.91457146201577,87.83291129797509
2024-03-06 00:00:00,49.4094622036712,47.08198720691265,55.22580882142511,54.690818079483286,50.254753145034414,49.32534131775155,51.008066568402356,57.022195163218214,56.879882850520396,67.73320561347994,76.7553210136782,86.67724462616212,91.5877729288053,86.56437422825185
2024-03-06 02:00:00,49.730450834800976,47.18210741241219,55.25305896767348,54.75226048680906,50.52723277477664,49.426048080246524,51.04687628826468,57.10311490840742,57.186773263840664,67.81641866495154,77.09203133322393,87.01798824288203,91.81810301656935,86.73534812350198
2024-03-06 04:00:00,49.79950978562731,47.30193114286025,55.3740011662288,55.18375328987634,50.46145049143665,49.21071918462162,51.08137381703118,57.182871522060125,57.223409231217,68.05718468174031,77.17293762179445,87.1590620981024,92.13497980259001,86.9279771141569
2024-03-06 06:00:00,49.78590602083909,47.41481035669454,55.268613860295915,54.89054182852185,50.59318631262911,49.46674010111463,51.15733682779521,57.16350196100233,57.30603357326476,68.00330227964373,77.21350710907632,87.36319604876925,92.52487822522326,87.09034238988653
2024-03-06 08:00:00,49.728904330353224,47.3261890105584,55.179164673552485,55.535307324441604,50.495016375885875,49.42552787947512,51.26206146869354,57.190425035097164,57.25373951256201,67.81312547112582,76.99101823736022,87.25146807509978,92.16424187266838,86.93077816855937
2024-03-06 10:00:00,49.46088005508906,47.13579693771571,54.656778959371486,54.50793470959927,50.21137095192891,48.91964631878197,50.50369079464314,56.82477068977317,56.64599735593193,66.86645206097452,76.13648577110497,85.92229683202251,90.95446448537506,86.0743403757851
2024-03-06 12:00:00,49.14248489823229,47.075207057556014,54.38702167284105,54.27034234689094,49.95289994130887,48.91119305624672,50.48041865222129,56.531839433281185,56.30853018493969,66.34959864081301,75.76900615081377,85.14498016363493,90.35267799574092,85.36278352649235
2024-03-06 14:00:00,48.697454293100435,46.889287143834416,53.95715095793972,54.29130899529791,49.63931237838711,48.64516511965121,50.11722264598945,56.34244740938819,56.11126696459827,66.00225227415933,74.9469402243131,84.39705730520953,89.74487199765865,84.71593856729447
2024-03-06 16:00:00,48.84792370151505,46.904689725554675,54.08885771702961,53.845911417569084,49.675481331426276,48.733873040669025,50.39089619612264,56.54806169724022,56.19124168613125,66.21564575682075,75.25080075658607,84.73177563593671,89.91295256119794,84.93464681263045
2024-03-06 18:00:00,49.04040191880035,47.04693588932959,54.0919303728974,54.32314901326058,50.06132459826038,48.82532570523065,50.40572191979492,56.60639616477072,56.58279671776131,66.85497038520376,75.95926801247415,85.60366875366225,91.06615752609076,85.44275397210964
2024-03-06 20:00:00,49.099360690136024,47.22707555450878,54.26115911889834,54.5970087508243,50.117886538647575,49.07213359227228,50.71337279786402,57.00084827854837,56.91236979972629,67.29662807191845,76.3989145091802,86.20415012507951,91.4900021414173,86.00009531276059
2024-03-06 22:00:00,49.28875958440587,47.30117779293173,54.63446969850517,54.76689745186864,50.25882900243182,49.30588170205298,50.62850477024974,57.23391931261199,57.09568656790071,67.658591837362,76.50609378386324,86.8434877442339,91.90206796888175,86.3892501154763
2024-03-07 00:00:00,49.41310128215019,47.38216365304915,54.44237295811,54.54495379419045,50.17226440076923,49.05365228542253,50.552192514025684,57.06003318119654,56.86663387170499,67.37830048474088,76.85524775662567,86.94431296230543,92.27725147799417,86.49263004245964
2024-03-07 02:00:00,49.31876498583508,47.577648555623526,54.674064057003214,54.747728660639446,50.188176537944315,49.125360260224305,50.69662392278219,56.98326574286908,57.14866788408851,67.83579999004945,77.00044760193514,87.3153055999734,92.77980331393466,86.82715512570007
2024-03-07 04:00:00,49.51228180110576,47.65349544314044,54.847900517597914,55.16458151508298,50.525871238249856,49.50452929596337,51.07882570006158,57.309682334838065,57.32005059999826,67.95782167206373,77.50159114800154,87.916310946111,93.28277107365227,87.32393431839456
2024-03-07 06:00:00,49.72709684418814,47.72758986728489,55.20992978349289,55.14641748733105,50.620041353113294,49.54724604050409,51.02206994239989,57.55670195336605,57.422794337088746,68.28331962147709,78.02726514801294,88.36878971016712,93.86258245579779,87.76794938841809
2024-03-07 08:00:00,49.87275055953006,47.72435769748511,55.287898294392626,55.307304715888485,50.63345720130163,49.61889949489164,50.816364396139036,57.72585054629096,57.44239281400853,68.34146738391182,77.70567089679398,88.29570238807159,93.92885070481083,87.88625612508662
2024-03-07 10:00:00,49.98305030682496,47.88149979249789,55.26300124477036,55.25257417015282,50.73060785793341,49.62758868590783,50.96215881540614,57.62483143696824,57.374469605650674,68.11043057682649,77.62671690516599,87.93176556407485,93.87450105846008,87.85912399222184
2024-03-07 12:00:00,49.564437250209615,47.784541517427954,54.67137266822357,54.704546512142905,50.254034916239476,49.097207281331876,50.42063473954186,56.956105233807804,56.70656032908565,66.93917240027187,76.19821998975378,86.18220327928127,92.02223565524116,86.89087711153105
2024-03-07 14:00:00,49.61273639830854,47.78213443738718,54.85779392647902,54.94896374078989,50.41214003919519,49.25665904776764,50.63345520066808,57.39949526472618,57.10177469357329,67.59815765168635,76.9431894340185,87.06552979601315,92.77766914766848,87.14080776392943
2024-03-07 16:00:00,49.5697788402942,47.57884868618209,54.5537351308047,54.72788176910104,50.21799559655103,49.289950575700225,50.48687705035737,57.3870969385432,56.884787173978864,67.33459763538929,76.53643362352048,86.7853901330273,92.20706945442268,87.00395380399065
2024-03-07 18:00:00,49.70555333928071,47.75035825327958,54.76613680783675,55.04982655655868,50.52538698546827,49.163074756760416,50.67802564436494,57.59318164386597,57.00526156792792,67.77825892759792,76.73072844679486,86.99237430180487,92.74597711953672,87.17977057046107
2024-03-07 20:00:00,49.818619267155114,47.81929757116109,55.09040486710704,55.253759669338436,50.71099903051018,49.552698081926,50.790215039493035,57.80933488001206,57.46959890840398,68.01268371099394,77.58449726832066,87.78968806386099,93.3674081530842,87.61017525164365
2024-03-07 22:00:00,49.836797025249055,47.98837960144693,55.22235786737658,55.604592482928176,51.093360934570384,49.45855495667304,50.912899615552796,57.83423371638501,57.43578045831734,68.39737921831858,77.78249891574671,88.31800148615709,93.87062819443709,87.93955211666018
2024-03-08 00:00:00,50.428016413470296,48.66621252623761,55.746896114521384,55.91753228905962,51.14398144623688,50.08600666308477,51.39967871724806,58.49582182629596,58.232197136366864,69.06451287726934,78.95253414446867,89.61027130986774,95.25807316661381,89.11987671631572
2024-03-08 02:00:00,50.487308811823276,48.69971822513005,55.974202373562356,56.2235320990531,51.612011170121235,50.12255945426309,51.507405311747625,58.669295895814294,58.34387882309099,69.49272064545481,79.30932501963132,90.29197647599615,95.84913602024648,89.59258205963752
2024-03-08 04:00:00,50.62378373405522,48.96394618890655,56.111434291799235,56.34148391584686,51.69656144908539,50.25418250107525,51.88528023154747,58.9167527664907,58.587871779703605,69.67831791646901,79.73081074745411,90.8242470283853,96.45390005390607,90.04587623217189
2024-03-08 06:00:00,50.853956728241066,49.01761308744049,56.03837132020462,56.678232847640544,51.770702046865324,50.22609246820809,51.918595041818364,59.12330812941188,58.645531464648016,70.0226871545246,79.84456975845345,91.1305639174689,96.83087509151515,90.32251636921268
2024-03-08 08:00:00,50.85201857403503,49.161823101252835,56.540333867573054,56.89472755857185,51.996130469866394,50.38326190810256,52.06021392163273,59.25219048457811,58.66116868868659,70.07218434447498,79.77546889213465,91.27482711705574,96.68582278951293,90.57917441867815
2024-03-08 10:00:00,50.72322753975469,48.97420907183562,56.09772897050483,56.35380005940207,51.72318078583469,50.379143961531966,51.84160524400083,58.686929173519246,58.192718990718,69.0702410183125,78.73698315800779,89.47399904544729,95.20015954421073,89.65519718638382
2024-03-08 12:00:00,50.95325620330816,48.96689023307118,56.14994528237728,56.29464545695807,51.398788149909855,50.07011922648272,51.61324136294871,58.39652984283572,58.25174710467895,68.46750029956715,78.04638691419498,88.60287020534525,94.62299045747287,89.01319781917101
2024-03-08 14:00:00,51.03025315923124,49.09673771366912,56.548691776647274,56.83190285531398,52.371787173539786,51.04995677041056,52.369733670461976,59.68178001008394,58.95461075614419,69.7819470707552,79.44180099660956,90.43655601208697,94.86040879691583,88.78556710518497
2024-03-08 16:00:00,51.304632564244294,49.1989538264882,56.67834246650517,57.01478933969119,52.45357850858135,50.97364070216331,52.1759357956092,59.95870355839046,59.03034883246828,70.2138887892245,79.92589885924764,91.42463995922367,95.55352893430349,89.04390351243647
2024-03-08 18:00:00,51.689321809707714,49.280231456977425,57.28400219660624,57.56585428961094,52.821694557543644,51.055449657405376,52.496846927149726,60.09446467855385,59.28158964929931,70.87300321777994,81.02911381431592,92.82876142416967,97.02487197036065,89.85028564346149
2024-03-08 20:00:00,51.78032570985744,49.33104373324893,57.37151967706853,57.52499520845263,52.998886182935664,51.225825400074626,52.79830264947304,60.16404259623222,59.54264327118885,71.2461713210081,81.72689302891388,93.7646085868626,97.93721786628197,90.38331556786262
2024-03-08 22:00:00,52.153640326913056,49.75423632470028,57.305735509511415,57.66080268426224,53.15058681772128,51.408726850008684,52.728668783762366,60.27294835814502,59.50599137843352,71.41961778143016,81.95989622860299,94.7738114340818,98.81366694565678,90.98499995563346
2024-03-09 00:00:00,52.69629325176385,50.369389542431804,58.29435084990309,58.558788441652865,53.71476216737064,51.7683455228044,53.58266767352377,61.16884948613712,60.29049517076425,72.32395643744164,83.37710140974711,96.53893844612435,100.39604369018497,92.55887864842958
2024-03-09 02:00:00,52.99571275463551,50.39986021124723,58.48938267210921,58.78206908102265,54.03350964009527,52.20454787642399,53.90935306987311,61.211415478658246,60.351272397102036,72.6301176363227,83.9320020286799,97.49399669829093,101.28922456601863,92.93510412617864
2024-03-09 04:00:00,52.947351068998934,50.45306417795364,58.553043466352264,59.24907042201924,54.17230704470896,52.262763673487065,53.94275398845367,61.49532510271647,60.479333988038654,72.79316358056627,84.95127531697946,98.49784711607441,102.12128817243187,93.65169302237788
2024-03-09 06:00:00,53.3808312445277,50.73603683405828,58.549181244111395,59.02422973719224,54.296417480869245,52.55694278523652,54.20407317682507,61.52455975914343,60.60305979921711,73.29771595987013,85.11568877421492,99.61362189158542,103.10928130636744,94.13832201472545
2024-03-09 08:00:00,53.4502016624193,51.10754860731529,58.2333596347673,59.69622798480023,54.16383219192938,52.85644828871154,54.13351928464899,61.66612981342257,60.800584050503026,73.67519891992073,85.38065031790816,100.21433510592323,103.57807602018636,94.31680654011754
2024-03-09 10:00:00,53.66525342467078,51.17066196028187,59.132605623548315,59.37722295617667,41.796405262932744,46.17896320578252,54.63431806575014,65.56560454782586,61.53231105423061,73.91688541319827,86.30773141245211,100.91805091985073,104.20962807636754,94.7909379378836
2024-03-09 12:00:00,53.34176054939334,51.60514829958304,58.84617018629898,59.704499692491076,29.4920226318861,-35.085719061801285,54.62293706338497,65.49323542796787,61.59369182111074,74.33902338508122,86.80027834907949,101.15228522778816,104.5507759590944,94.83846488140877
2024-03-09 14:00:00,53.76536731411974,51.41714753448455,59.23503425360587,59.71851236746442,61.23691933448815,90.3692542550886,54.68285204171084,65.8767453149823,61.756065038741404,74.47130267133558,86.95864505242591,101.85851245419305,105.03215078297907,94.9488961530191
2024-03-09 16:00:00,53.730685571961445,51.617493396331554,59.50145824850846,59.98476705902853,9.411230309423106,-84.23114955924443,54.922761629654865,65.8485505443661,61.5855266806702,74.54625954609847,87.24275927300165,102.33328041407194,105.35237807450441,94.84662544289007
2024-03-09 18:00:00,53.49352957260468,51.51915592245694,59.10345520649159,60.18758683553523,20.629790647978048,-142.22569330354173,55.14973668413696,65.83398521044316,61.75844451467268,74.83209463271155,87.51756066046617,103.03045406787196,105.97444474157369,95.30928625551275
2024-03-09 20:00:00,53.50631508490773,51.58768196539757,59.31715328053326,60.26400826233192,26.297044779451635,-68.79389312817068,55.11939427990319,65.99868232515395,61.927477490011846,75.17096491669272,87.91123762352697,103.37424701073364,106.78113996276873,95.79622751424351
2024-03-09 22:00:00,53.77111524779612,51.64349512624531,59.437221934613724,60.28924633106173,50.02823591280901,-16.05130339799912,55.31909931531162,66.32014569212537,61.954872680835734,75.27081260743424,88.79006950527278,104.39741171674088,107.28655091531743,96.05376400935945
2024-03-10 00:00:00,54.264375776307986,52.25251747738589,60.15163299521955,61.1139354063568,58.04780692482552,-36.915445772214866,56.397164064993945,67.48314705032587,62.79904497241848,76.53355593179425,90.36877764021511,106.12815797179617,109.33901135453561,97.84362825262964
2024-03-10 02:00:00,54.39689123895498,52.696091891746995,60.006665053716226,61.10713365469721,20.53772099593845,0.9415376710115781,56.12600455856056,67.5341812028964,63.25599057795117,76.72733366159399,90.78071851977559,107.07246880519162,109.6749498943284,98.04790532926486
2024-03-10 04:00:00,54.67173838469107,52.469765211170156,60.06874197059652,61.267979622920166,6.247949409788513,-37.16969468018122,56.43341003634379,67.84483334004008,63.156602307512735,76.73904623634442,90.94807674913353,107.57794283109375,110.22615828359005,98.16507913299992
2024-03-10 06:00:00,54.46840138601252,52.64677302741225,60.423839643305556,61.71078208788344,44.013224653092536,-16.7043514570497,56.542309605879275,67.87597794333652,63.30937213962896,76.93251463043647,91.80725728575041,108.15134069821212,110.68780040777851,98.53372443161928
2024-03-10 08:00:00,54.51890889677697,52.79520782985251,60.42965100964696,60.98714035604955,11.658519974402655,-58.56967358870972,56.44884462100236,67.69681743608136,63.55469672737378,76.7804058265346,91.36766347179883,108.29184975179938,110.9204673632999,98.58579230119402
2024-03-10 10:00:00,54.33729827863315,52.59961313803125,60.068467915835555,61.213298598731136,21.424500170646446,-70.05071900569793,56.38897586320559,67.65261219269289,63.0657137483964,76.79677952797144,90.79882820514428,107.01724948535805,109.72384321622944,97.83966198055505
2024-03-10 12:00:00,54.15681895003208,52.41000309665187,59.922164835753186,60.837480739729564,-29.134855491160952,-89.68303754753681,56.16341023230961,67.45647074563006,62.776189255703805,75.93426721063477,90.11642265317988,106.02475005785267,108.48335360935478,97.08047953053592
2024-03-10 14:00:00,53.35100351674522,51.61173793060283,59.49343075688743,60.33268255690202,-45.67819794099485,-136.36201670748434,55.95347598405512,66.97548228840473,62.43677026238865,75.40793250399227,89.78176241389862,105.52087903741553,107.8918168436941,96.5221493796692
2024-03-10 16:00:00,53.70375505478034,51.69627551340163,59.46329878727201,60.843362006402174,-123.17734769077488,-12.02573297215681,55.7605717898205,66.96044744720142,62.107489055447694,75.82749717898115,90.33667634306174,105.91902903514608,108.20100575073675,96.46937123796764
2024-03-10 18:00:00,53.86675912193579,51.50009712476877,59.217380315102815,60.14281671847853,18.8491343083146,-70.43399006226656,55.96098242140271,66.90116520884924,62.554310935336225,76.07590078261698,91.19092362429296,107.3738760169647,109.05482111847789,96.55041961679649
2024-03-10 20:00:00,53.457794438920786,51.86396527813315,59.18649645165604,60.13598686040709,-28.700937289784036,-30.667672806287634,55.902189024012486,66.90965216593972,62.433606598124854,76.2388855487871,91.19828134279551,107.80104885048249,109.77341863970169,96.96294707453882
2024-03-10 22:00:00,53.849347100278266,52.026676038736774,59.053959353028105,59.970419014998974,-70.73164927349393,-48.59856052364309,56.195867842488695,66.69882013338334,62.644580822329885,75.92017134486369,91.40600512619214,108.21592494470961,110.21316319386284,97.04288433459502
2024-03-11 00:00:00,53.51473852731461,51.49468774156697,59.48884264539051,59.95112189294856,-9.93330533552343,-7.905912365206271,56.126021188492146,66.71813544744765,62.239173677264084,76.04459304934352,91.27698549241343,107.56620891081342,109.45010105089692,96.64339450191343
2024-03-11 02:00:00,53.60174452417639,51.6506359922164,59.56707539786269,59.61371442572676,14.773234190050182,-87.96147917399077,55.642936705483955,66.93554186703913,62.23941919079289,75.85643169598661,91.16631915109583,107.64335321925095,109.48887300637374,96.81902250241171
2024-03-11 04:00:00,53.73355054681955,51.16316526694678,59.1826705863338,60.17910995400881,-31.34326410438715,-68.3634313245665,55.567513925604835,66.76311826148385,62.16525306107702,75.97335913406842,90.82775713560319,107.30468851265474,109.1336528540245,96.39237206013054
2024-03-11 06:00:00,53.56098281057813,51.57877700301952,59.67373220290004,60.17155919470619,-77.93911754082426,-30.61656085855926,55.890103221229154,66.89633524729403,62.274008539665395,75.87274780499004,90.94759483689312,107.48343854660004,109.5264451782121,96.63877751332663
2024-03-11 08:00:00,53.3026780609908,51.52093055179999,58.49815854196149,59.65960088778401,-45.261203794001,-59.08479647055034,55.73148746713283,66.88868739781397,62.284628753454285,75.62818153654432,91.27955880213044,107.4518779170047,109.60149831026705,96.59791225264337
2024-03-11 10:00:00,53.39705257539503,51.274725277613825,58.332529189779194,59.536587310510306,31.135414872610824,-15.671182826337942,55.46236384085286,66.70941507645482,62.26977167762544,75.50160192047939,91.18676539396994,107.45730053684848,109.27874247894411,96.46597724292029
2024-03-11 12:00:00,53.052029278250615,51.39536501994974,58.91703820954935,59.3866728386738,-8.084973669689004,-17.928402986218043,55.68718052865991,66.50778804199587,62.22715052902489,75.4524571828706,91.17866683069163,107.60125601138212,109.42872946631809,96.39209139213135
2024-03-11 14:00:00,53.34883821275051,50.978125387627244,58.42284251515956,59.531041673919425,-100.42259320295301,-86.62468331068943,55.09321649449702,66.27384516326283,61.872579890724666,75.0397143394647,90.12558014652829,106.18451415056312,108.09076723727314,95.77442532629587
2024-03-11 16:00:00,53.246576369863654,51.7487097244696,58.59860328223004,59.06641407828043,-104.43692230969057,-41.04362749991348,55.03104792698161,65.99331419319667,61.91384019290842,74.73266144204105,89.60838696386799,105.64413219479701,107.43052138959264,95.50054949267827
2024-03-11 18:00:00,53.23223895942188,50.7452871063539,58.67066603809211,58.82429901629652,-57.65885777227839,-45.45675375394614,55.0916596505051,66.11239913083838,61.76563419757721,74.50232091265762,89.41531861766127,104.90792561685817,106.6506339594309,95.53426473608197
2024-03-11 20:00:00,53.33050455587753,51.26012332892535,58.6853197800411,58.99897605253121,-36.75962629013975,-109.51143748816716,54.42451693591092,65.57060752821356,61.88896616510434,73.46492923406386,87.04083388794203,102.28587496390321,104.74886463189638,95.03716662600205
2024-03-11 22:00:00,53.225157891184125,51.30825853699982,58.61063477561974,59.05370328290842,19.44158478459936,-97.33298467052302,54.52881145774841,65.67368876249785,61.852475840051675,73.61839605812972,87.11198905690175,101.73092980141563,104.62114731276048,95.02917460472489
2024-03-12 00:00:00,53.64584848880792,51.42577071992719,58.56769485549596,59.28303455440838,-60.034019519216656,-43.08650970453938,54.64841718897842,65.94866586485809,62.224186084591594,73.56815135212119,87.17563322155678,102.09686639491578,105.11012225272962,95.27487636296927
2024-03-12 02:00:00,53.80441171750996,51.51267825243096,58.57760298916148,59.81610778752335,-61.60711368076725,-100.21823682387826,54.64368700888953,65.91833623426241,62.23549794192593,73.77698810660006,87.09261117151964,102.12336520016824,104.86587363444812,95.2162261695261
2024-03-12 04:00:00,53.70460527859815,51.55760884194111,58.95815964645929,59.27677385117626,6.1817376339234995,-61.82835964611593,54.623142705175034,65.97194176621633,62.38833807769243,73.80345037032194,87.1150497533521,102.19213975919702,105.36004567480434,95.67768504764942
