delay_hours,median_RHOA
0.0,37.185847118570926
1.0,37.28432654664652
2.0,37.30719995807949
3.0,37.15064807318259
4.0,37.26083748173361
5.0,37.312923022571496
6.0,37.256728937081824
7.0,37.33720992413696
8.0,37.26951945223632
10.0,37.484049561279015
11.0,37.51754613632999
12.0,37.6704041003473
13.0,37.67069308055216
14.0,37.588666677618825
15.0,37.65984375851296
16.0,37.800551989569165
17.0,37.78330740995271
18.0,37.62677437159092
19.0,37.86796604562168
20.0,37.8700894219096
21.0,37.40648978716437
22.0,37.78019773166122
23.0,37.56332437008776
24.0,37.794627895369416
25.0,37.767526577895694
26.0,37.719210344077794
27.0,38.08206896653544
28.0,38.076415006005455
29.0,38.44490874245799
30.0,38.46768163903709
31.0,38.70773623878348
32.0,38.62157616248489
34.0,38.65520466328156
35.0,38.62207873675423
36.0,38.855537049215634
37.0,38.65889858416116
38.0,38.79265244376548
39.0,39.040277068443686
40.0,38.90386584739026
41.0,38.82606735049768
42.0,39.05735202924424
43.0,38.87798327251967
44.0,38.79970104789286
45.0,38.84867691043926
46.0,38.716895654842055
47.0,38.73867596723922
48.0,38.82939062285365
49.0,38.65253473747574
50.0,38.55953965111424
51.0,38.60854692455246
52.0,38.60026073128685
53.0,38.82264984546623
54.0,38.706718525888085
55.0,38.97467227976077
56.0,38.49941920414541
58.0,38.8323558110427
59.0,39.271015197672334
60.0,39.02459675124053
61.0,39.37786876951067
62.0,39.28599819307679
63.0,39.59300824985493
64.0,39.47996673232545
65.0,39.485388252255866
66.0,39.72660505500009
67.0,39.51820635204325
68.0,39.861408038391644
69.0,39.81440477985237
70.0,39.86052853342032
71.0,39.85832977099199
72.0,39.983288580883
73.0,40.44517318093414
74.0,40.21315348731869
75.0,40.73528417790599
76.0,40.765821846946274
77.0,40.99534751575016
78.0,41.213125511008414
79.0,41.32225323141548
80.0,41.085641265414
82.0,41.36762312357941
83.0,41.74148812253543
84.0,41.38966100528962
85.0,41.515109825093234
86.0,41.62681323863062
87.0,42.327784982959685
88.0,41.33760687534357
89.0,42.38624065266136
90.0,42.1109179035646
91.0,41.73741727095384
92.0,42.33624079504119
93.0,42.179079538842736
94.0,42.74394160667998
95.0,43.39642749837525
96.0,42.67387647135675
97.0,42.91606072956944
98.0,42.68860817962654
99.0,43.19515278568618
100.0,43.18679748845855
101.0,43.44269574204562
102.0,43.261065401109065
103.0,43.612345968836976
104.0,43.10484018948724
106.0,43.27931512926418
107.0,43.52521215489156
108.0,43.41307527104687
109.0,43.25528579701175
110.0,43.63052031085169
111.0,43.96319934843597
112.0,43.97321942293077
113.0,44.215673814813215
114.0,44.26784102396987
115.0,43.92044284247255
116.0,44.09908286650658
117.0,44.620736111538015
118.0,45.16810231262414
119.0,44.099522618992246
120.0,44.61931633922715
121.0,44.71281399985799
122.0,44.491951455021706
123.0,45.45020981435688
124.0,44.638238260467496
125.0,44.84391678019159
126.0,44.42266530981594
127.0,44.84758557235771
128.0,44.60968575979109
130.0,45.72319559310125
131.0,44.65264957764059
132.0,45.47585994862792
133.0,45.50619658796046
134.0,45.22432152682728
135.0,45.173536396911295
136.0,45.15457678260075
137.0,45.78356732720475
138.0,45.61807590249212
139.0,45.08799197409263
140.0,45.76210112372591
141.0,45.70186131536811
142.0,45.61749794208239
143.0,45.78297680243829
144.0,46.078942789647854
145.0,45.91811902346164
146.0,46.20951786699865
147.0,46.45012529844131
148.0,45.99067818359644
149.0,46.03868659067437
150.0,45.99424646090869
151.0,45.956836088735294
152.0,46.24197788261913
154.0,46.03374251629981
155.0,46.134590325619634
156.0,46.49609199755008
157.0,46.20954299571212
158.0,46.52123955755178
159.0,46.28144880929678
160.0,46.38906252471748
161.0,45.868370452976144
162.0,46.47125226428835
163.0,46.304919027674586
164.0,46.51670382477106
165.0,47.0237572872784
166.0,47.19487754380755
167.0,46.47129623953692
168.0,46.78892945993306
169.0,47.33832480463162
170.0,46.9171612847531
171.0,46.28981038870279
172.0,46.464235071052805
173.0,46.47379026434848
174.0,46.62186749062876
175.0,46.507010423551314
176.0,46.78124007361228
178.0,47.19803119734761
179.0,46.526447483417726
180.0,46.727508602042334
181.0,47.05542574842468
182.0,47.18689917728191
183.0,47.09688184346619
184.0,46.70746217087436
185.0,47.42078467787225
186.0,47.34779832960852
187.0,48.165034348969165
188.0,47.78502537957056
189.0,47.73256290803068
190.0,47.899807060507605
191.0,47.8768833916477
192.0,48.06782392092364
193.0,47.73930368541809
194.0,47.87737968373867
195.0,48.4852306981389
196.0,47.7134588036177
197.0,47.38641488002831
198.0,47.92025555109105
199.0,49.63199838372211
200.0,48.37316920043461
202.0,46.78368384099691
203.0,48.32205111506519
204.0,48.18971702777173
205.0,48.78134745762927
206.0,48.616270656688826
207.0,48.77518464065158
208.0,48.86366912294583
209.0,48.15852601218131
210.0,48.81857564663003
211.0,49.19185640299795
212.0,48.38241028481195
213.0,48.32617222407371
214.0,49.61746770516005
215.0,50.13149438565438
216.0,49.160514615126736
217.0,48.3542975366212
218.0,49.63891506210379
219.0,48.89423820287794
220.0,50.108564434616106
221.0,49.7543061143424
222.0,47.92199571449861
223.0,48.84712814730645
224.0,48.159141665661245
226.0,48.85063988501341
227.0,50.01141682835424
228.0,48.780907705143605
229.0,49.52280155935301
230.0,49.14134140675172
231.0,49.63553525014253
232.0,48.348605883021015
233.0,48.48034944554801
234.0,49.433657448330266
42.0,39.05343823212181
43.0,39.21887939940752
44.0,39.335476629892526
46.0,39.00173590416429
47.0,39.33420762986246
48.0,39.17598468552004
49.0,38.94589362066315
50.0,39.33820937748201
51.0,39.25475063788108
52.0,39.437606003599136
53.0,39.126449709099006
54.0,39.39647029965432
55.0,39.32349023356896
56.0,39.64648843429022
57.0,39.61291019092047
58.0,39.23834787016576
59.0,39.05152844989835
60.0,39.36173613546512
61.0,39.38936515592164
62.0,39.46928074692378
63.0,39.16465791792497
64.0,38.977417591707
65.0,39.37621655660024
66.0,39.38706587863944
67.0,39.29945461913815
68.0,39.361321511692914
70.0,39.30010168350992
71.0,39.57021022456236
72.0,39.49583551487961
73.0,39.28659500002162
74.0,39.50432273785295
75.0,39.6741991230655
76.0,39.38568379939878
77.0,39.68731631149507
78.0,39.613431611724906
79.0,39.78629831383999
80.0,39.90769512859711
81.0,40.2322136164831
82.0,40.68005126570642
83.0,40.74686851481409
84.0,40.82768873950103
85.0,40.93482500936586
86.0,41.13812258348899
87.0,40.945994722501766
88.0,40.97307719344039
89.0,40.83775907142277
90.0,40.81726660559076
91.0,40.68978235999635
92.0,40.69032890951425
94.0,40.80240297157527
95.0,40.85544340352489
96.0,41.01904389254916
97.0,40.88223061208028
98.0,41.05847712615662
99.0,40.90475222152472
100.0,41.181821416207406
101.0,41.34715578646088
102.0,40.89093142911809
103.0,41.2077228376131
104.0,41.52985409771976
105.0,41.52217099357735
106.0,41.78235369281049
107.0,41.70346837906048
108.0,41.85249421427413
109.0,42.00452293074703
110.0,41.986354870910674
77.0,39.68839056399577
79.0,39.71661639139712
81.0,40.03697607720438
83.0,40.1983652394436
85.0,40.19682610574377
87.0,40.363159342357534
89.0,40.387414833031166
91.0,40.67599297848155
93.0,40.71980489041057
95.0,40.68226259249147
97.0,40.28089421664627
99.0,40.3389038516839
101.0,40.41807186346041
103.0,40.37018281777145
105.0,40.32427894044634
107.0,40.46897635476537
109.0,40.549777732917214
111.0,40.7795860997476
113.0,40.67412717150666
115.0,40.27628309772514
117.0,40.58514011494308
119.0,40.58444279314438
121.0,40.2940176872542
123.0,40.05726751332866
125.0,40.06993238491582
127.0,39.86963769205195
129.0,40.04254208723724
131.0,40.050350834946975
133.0,40.11001268289505
135.0,39.89999946009797
137.0,39.843560369652
139.0,40.22179148257283
141.0,40.0812403059758
143.0,41.039611744521565
145.0,41.4563651751867
147.0,41.75209872179671
149.0,41.79145656926376
151.0,42.0614143380354
153.0,41.899290160927286
155.0,41.950056444308174
157.0,42.25533261985712
159.0,42.2389863917471
161.0,42.37447413258062
163.0,42.01348131709787
165.0,42.14843507277023
167.0,42.51567237354942
169.0,42.53074960162938
171.0,42.767713369619386
173.0,42.76857402805562
175.0,43.20473938987369
177.0,43.269364158731406
179.0,43.3186981054447
181.0,43.73592269948733
183.0,43.530099689660815
185.0,43.71799336242892
187.0,44.07478340058438
189.0,44.32646003030908
191.0,44.17183677417074
193.0,44.46850636535737
195.0,45.66733446306501
197.0,45.59336181279772
199.0,46.20780283230456
201.0,46.32936298369922
203.0,46.34444649395754
205.0,46.72142745338341
207.0,47.10370428917237
209.0,47.44658558442408
211.0,47.16530733023573
213.0,47.67188334718721
215.0,48.01244023644326
217.0,48.094523178981895
219.0,48.38529380468224
221.0,48.044108697589536
223.0,48.320078511058064
225.0,48.995971799347465
227.0,48.610591567445375
229.0,48.50012574304622
231.0,49.18881582866849
233.0,48.47058694036624
235.0,49.18134003641217
237.0,49.42774591848725
239.0,49.89485100876107
241.0,49.83491274496488
243.0,49.1383699363843
245.0,49.13348868379341
247.0,49.41893202223884
249.0,49.10195214839283
251.0,49.3743159914789
253.0,49.2811889793717
255.0,49.77940969909553
257.0,49.34602106011551
259.0,49.56314570882364
261.0,50.64730520480482
263.0,49.67453501344269
265.0,49.910129266548765
267.0,49.74654134188122
269.0,50.115242390219855
271.0,49.30950903944855
273.0,48.58431321533768
275.0,49.90706356350584
277.0,49.760098282796456
279.0,49.89606346918584
281.0,49.54928722334681
283.0,50.52893640002043
285.0,50.58358506963191
287.0,50.92093804792096
289.0,50.67994112141957
291.0,49.25407509754124
293.0,49.60981601190947
295.0,49.64156614137452
297.0,50.43312689775066
127.0,39.87737733579967
128.0,39.95256872867009
129.0,40.283972484045925
130.0,40.29909368737445
134.0,40.56572190161177
137.0,41.07127392348948
138.0,41.22224723399679
139.0,41.20268453056305
140.0,41.02633121945448
141.0,41.54964924175307
142.0,41.60879595107507
143.0,41.766673375607326
144.0,41.9428193748298
145.0,41.55450536563049
146.0,41.669136274286735
147.0,41.987554766978704
148.0,42.05755708051827
149.0,42.126485141557154
150.0,42.31601218070059
151.0,42.42331806938132
152.0,42.05929096174747
153.0,42.16495720187451
154.0,42.460062530647846
155.0,42.21322946044384
156.0,42.04624915945831
157.0,42.34465263187413
158.0,42.39386721719846
159.0,42.43611486671418
161.0,42.498119967193006
162.0,41.97090071212872
163.0,42.35952883024636
164.0,42.42740148531964
165.0,41.98261697478252
166.0,42.50263057126026
167.0,42.07633451165619
168.0,42.24779400581715
169.0,42.39538750436319
170.0,42.55535689429155
171.0,43.0838074563157
172.0,42.63304231197353
173.0,43.02645745000655
174.0,42.81814669754685
175.0,43.06793239158317
176.0,42.99183636502796
177.0,43.27956013422048
178.0,43.15614674020766
179.0,42.85810135195873
180.0,43.25090083651183
181.0,43.205499533456056
182.0,43.05066268325326
183.0,43.27648814899919
185.0,43.56274817063229
186.0,43.51024172384383
187.0,43.58368038894996
188.0,43.53323449666577
189.0,43.23595553417757
190.0,43.5230008281065
191.0,43.92027950583501
