delay_hours,median_RHOA
0.0,29.829499022922263
2.0,29.84337155868896
4.0,29.714090205557397
6.0,29.766993993980982
8.0,29.97417620173279
10.0,29.898822070971743
12.0,30.057093116779782
16.0,30.686654744309905
18.0,30.87839601955026
20.0,30.94347999635572
22.0,31.062312698932217
24.0,31.21656136694537
26.0,31.371030194689897
28.0,31.28711640249821
30.0,31.313378726279684
32.0,31.58292685543978
34.0,31.71656062916365
36.0,31.815908470008623
38.0,31.90742868924709
40.0,32.01478826115974
42.0,32.08456574693733
44.0,32.29585807917918
46.0,32.13967980498619
48.0,32.05313648021377
50.0,32.15142123739596
52.0,31.97585945297596
54.0,32.11385292305201
56.0,32.07357345962288
58.0,32.297597224437254
60.0,32.350574055146026
62.0,33.52708412801867
64.0,33.69950038604659
66.0,33.4969827129645
68.0,33.46749186225663
70.0,33.668017791451724
72.0,33.49831647003169
74.0,33.76139856958257
78.0,34.10900530033814
80.0,34.10104425259932
82.0,33.847019845486955
84.0,33.43335360914577
86.0,33.71578407788468
12.0,30.157067614367904
13.0,30.25761491584621
14.0,30.3688756051574
15.0,30.37882541638195
16.0,30.309538125212523
17.0,30.425904868790084
18.0,30.39730280453767
19.0,30.29972820588568
20.0,30.411950651993617
22.0,30.49455681759075
23.0,30.49762861051128
24.0,30.5983566056908
25.0,30.483586961278743
26.0,30.612695525205968
27.0,30.54585634224644
28.0,30.616344372204534
29.0,30.72921964716845
30.0,30.56533628900241
31.0,30.674749239498027
32.0,30.74430465680473
33.0,30.86169144546976
34.0,30.51296425979762
35.0,30.699644168461145
36.0,30.627302570858404
37.0,30.58474628980953
38.0,30.547161999958387
39.0,30.825173831338653
40.0,30.905821510367858
41.0,31.084311914186348
42.0,30.94454825071696
43.0,31.00762201009648
44.0,31.366153286266385
46.0,31.12321934823665
47.0,31.23783161426377
48.0,31.36907352963106
49.0,31.21309406368557
50.0,31.159264827212983
51.0,31.278779138489
52.0,31.133880276607883
53.0,31.281553661126896
54.0,31.472721768175244
55.0,31.358593294961025
56.0,31.229222433725603
57.0,31.437434036978164
58.0,31.61084170184656
59.0,31.51031771568453
60.0,31.38597713393755
61.0,31.668692830378276
62.0,31.546823672157497
63.0,31.60809632335401
64.0,31.717963922517185
65.0,31.87468364975471
66.0,31.72163025600297
67.0,31.81467002563757
68.0,31.915059948730956
70.0,32.21808328565576
71.0,32.26355398124024
72.0,32.152561418066334
73.0,32.31130957782064
74.0,32.272909251899534
75.0,32.40021670764375
76.0,32.33002594796828
77.0,32.40705392414427
78.0,32.49711516212348
79.0,32.57716830058743
80.0,32.664355925834535
81.0,32.892985917323536
82.0,32.94429127080829
83.0,33.02927559866648
84.0,32.982493416540976
85.0,33.11115898945879
86.0,33.18678804665769
87.0,33.36789559472914
88.0,33.38602908196967
89.0,33.568203305761145
90.0,33.38465347830886
91.0,33.397861604984215
92.0,33.42463924573733
94.0,33.51664517933953
95.0,33.67066007130781
96.0,33.61987540141366
97.0,33.59298769168125
98.0,33.78378009244765
99.0,33.47979798317277
100.0,33.7144585824961
101.0,33.751805204804754
102.0,34.07196639816482
103.0,34.12733881982757
104.0,34.218164690284326
105.0,34.45502624900043
106.0,34.49467836175482
107.0,34.659390264808856
108.0,34.61895997643801
109.0,34.900572440380444
110.0,34.827708489189845
111.0,35.02722342559729
112.0,34.84871923083387
113.0,34.99046914592204
114.0,35.25845192201525
115.0,35.018884170483744
116.0,34.766441677596575
118.0,35.06865732350772
119.0,35.14793116258085
120.0,34.8970905577219
121.0,35.1858407053959
122.0,35.22454437777754
123.0,35.50676179536705
124.0,35.16025466227884
125.0,35.37993292735591
126.0,35.5723789245209
127.0,35.52259221760372
128.0,35.678438695910295
129.0,35.2884167405113
130.0,35.77652818880264
131.0,35.577184277883845
132.0,35.876536345100455
133.0,36.208859280747006
134.0,35.87056008536921
135.0,35.906191577675635
136.0,35.95192068826704
137.0,35.56932993071039
138.0,35.602967404251004
139.0,35.746670076411164
140.0,36.16769206773901
142.0,36.02520087791041
143.0,36.06701150976436
144.0,36.04193556447111
145.0,35.875220524577664
146.0,36.303980931755376
147.0,35.774209562330775
148.0,36.00999068825495
149.0,36.203972775457565
150.0,36.552305826892365
151.0,36.91246387333369
152.0,36.68791649266571
153.0,37.17605112722176
154.0,36.249348295512
155.0,36.81873919477464
156.0,36.26513814178541
157.0,37.11633490243881
158.0,37.15455745982754
159.0,36.27089992856801
160.0,36.63102319561226
161.0,36.735430945640445
162.0,36.645879794730746
163.0,36.75835056831485
164.0,36.572715536410975
166.0,36.26215870676906
167.0,36.89869702865698
168.0,37.20366596850169
169.0,36.4377135100865
170.0,36.77747923670776
171.0,36.66239421177663
172.0,36.86089182403319
173.0,36.86583629498444
174.0,37.27560715135756
175.0,36.58959513712617
176.0,36.87402104643014
177.0,36.90964674217037
178.0,37.235686200078185
179.0,36.81893627802475
180.0,36.34707840130121
181.0,36.84714236905501
182.0,36.8197767801208
183.0,36.720794616036784
184.0,36.88968916481378
185.0,37.20192120208162
186.0,36.77615761961879
187.0,36.6643998236748
188.0,37.6677506499783
190.0,37.23749177173024
191.0,36.85775795269471
192.0,36.78032537205213
193.0,37.046534221739385
194.0,37.518859656109534
195.0,37.41283898752293
196.0,37.11034681472354
197.0,37.05415424032314
198.0,37.5612470943362
199.0,37.37316513222396
200.0,36.98424910400666
201.0,37.94554598145265
202.0,37.22721024323872
203.0,37.761687719846215
204.0,37.523152787308575
205.0,37.45426018193526
206.0,37.2321513942414
207.0,37.27217818889769
208.0,37.208058943685046
209.0,37.41914560882611
210.0,37.48280776864156
211.0,37.42486785512779
212.0,37.87573341939383
214.0,37.36739164249703
215.0,37.56235848531211
216.0,37.9077303012435
217.0,37.82488426432942
218.0,36.9731265154109
219.0,37.851392686039816
220.0,37.92365268003556
221.0,38.355947863104895
222.0,38.49326033251369
223.0,37.84786978032231
224.0,38.38455847773525
225.0,38.16913568073753
226.0,38.2373010187436
227.0,37.98846259472708
228.0,37.63861495595788
229.0,37.64243817494966
230.0,38.84398003482936
231.0,38.75248266551393
232.0,38.30521802077285
233.0,38.13611854633268
234.0,38.19319539421151
235.0,38.37863306582349
236.0,38.0881666017877
238.0,38.06762553411817
239.0,38.02649469589244
240.0,38.14325785332233
241.0,38.288371601136845
242.0,38.03877341844616
243.0,38.53577921360668
244.0,37.6999440872066
245.0,38.1752113552544
246.0,37.9622302832028
18.0,30.873273486370163
20.0,31.235519617089476
22.0,31.406071155712976
24.0,31.634435541639427
28.0,32.146775517533555
30.0,32.41296207255163
32.0,32.41155496170665
34.0,32.29595352763254
36.0,31.737221349784967
38.0,31.75852209671405
40.0,31.92332995443155
44.0,32.00758071627433
46.0,32.484391143332886
48.0,32.29225703360635
50.0,32.467256126043566
52.0,32.58542546028089
54.0,32.591593922531175
56.0,32.67807346297041
58.0,31.77743560030132
60.0,33.2204199187014
62.0,31.563537058972702
64.0,33.60632109632013
66.0,35.0105815157849
68.0,34.744895737409
70.0,33.112160076813154
72.0,33.072529231858006
74.0,33.02525210367935
76.0,33.005882075188524
78.0,33.23251624197568
80.0,33.479124617805475
84.0,33.505575642363446
86.0,33.78855568741184
88.0,33.975555610000654
90.0,34.10822157556576
92.0,34.543394701613536
94.0,34.97202455228529
96.0,35.0741129401236
100.0,35.276205292896485
102.0,35.734566868522506
54.0,31.47557322254202
56.0,31.662349301375933
58.0,31.522776512776108
60.0,31.530247793490062
62.0,33.55660997409154
64.0,34.141929585191306
66.0,34.16283491755466
68.0,34.347544219211734
70.0,34.17208196371652
72.0,34.607423632153775
74.0,34.5736543935691
76.0,34.38173152202215
78.0,34.141488892425805
80.0,34.24977848950818
