0.1667    0.1667    -0.2001    18.3597
0.1667    0.1667    -0.6303    18.5964
0.1667    0.1667    -1.1251    18.4013
0.1667    0.1667    -1.6941    18.1149
0.1667    0.1667    -2.3484    17.9150
0.1667    0.1667    -3.1008    17.8008
0.1667    0.1667    -3.9662    17.7838
0.1667    0.1667    -4.9613    17.8533
0.1667    0.1667    -6.1057    17.9913
0.1667    0.1667    -7.4218    18.1739
0.1667    0.1667    -8.9353    18.3185
0.1667    0.5000    -0.2001    18.3547
0.1667    0.5000    -0.6303    18.3719
0.1667    0.5000    -1.1251    18.1779
0.1667    0.5000    -1.6941    18.1078
0.1667    0.5000    -2.3484    17.9856
0.1667    0.5000    -3.1008    17.9287
0.1667    0.5000    -3.9662    17.9486
0.1667    0.5000    -4.9613    18.0395
0.1667    0.5000    -6.1057    18.1770
0.1667    0.5000    -7.4218    18.3337
0.1667    0.5000    -8.9353    18.4871
0.1667    0.8333    -0.2001    18.0178
0.1667    0.8333    -0.6303    18.0385
0.1667    0.8333    -1.1251    18.0114
0.1667    0.8333    -1.6941    17.9500
0.1667    0.8333    -2.3484    17.8687
0.1667    0.8333    -3.1008    17.8558
0.1667    0.8333    -3.9662    17.9191
0.1667    0.8333    -4.9613    18.0442
0.1667    0.8333    -6.1057    18.2059
0.1667    0.8333    -7.4218    18.3748
0.1667    0.8333    -8.9353    18.5198
0.1667    1.1667    -0.2001    17.7143
0.1667    1.1667    -0.6303    17.8811
0.1667    1.1667    -1.1251    17.8098
0.1667    1.1667    -1.6941    17.7599
0.1667    1.1667    -2.3484    17.7106
0.1667    1.1667    -3.1008    17.7214
0.1667    1.1667    -3.9662    17.8129
0.1667    1.1667    -4.9613    17.9671
0.1667    1.1667    -6.1057    18.1540
0.1667    1.1667    -7.4218    18.3413
0.1667    1.1667    -8.9353    18.4973
0.1667    1.5000    -0.2001    17.7070
0.1667    1.5000    -0.6303    17.7220
0.1667    1.5000    -1.1251    17.6042
0.1667    1.5000    -1.6941    17.6058
0.1667    1.5000    -2.3484    17.5574
0.1667    1.5000    -3.1008    17.5821
0.1667    1.5000    -3.9662    17.6996
0.1667    1.5000    -4.9613    17.8832
0.1667    1.5000    -6.1057    18.0968
0.1667    1.5000    -7.4218    18.3047
0.1667    1.5000    -8.9353    18.4753
0.1667    1.8333    -0.2001    17.4848
0.1667    1.8333    -0.6303    17.5187
0.1667    1.8333    -1.1251    17.4961
0.1667    1.8333    -1.6941    17.4601
0.1667    1.8333    -2.3484    17.4053
0.1667    1.8333    -3.1008    17.4427
0.1667    1.8333    -3.9662    17.5864
0.1667    1.8333    -4.9613    17.8003
0.1667    1.8333    -6.1057    18.0411
0.1667    1.8333    -7.4218    18.2700
0.1667    1.8333    -8.9353    18.4546
0.1667    2.1667    -0.2001    17.2886
0.1667    2.1667    -0.6303    17.4044
0.1667    2.1667    -1.1251    17.3404
0.1667    2.1667    -1.6941    17.3033
0.1667    2.1667    -2.3484    17.2551
0.1667    2.1667    -3.1008    17.3061
0.1667    2.1667    -3.9662    17.4757
0.1667    2.1667    -4.9613    17.7194
0.1667    2.1667    -6.1057    17.9868
0.1667    2.1667    -7.4218    18.2365
0.1667    2.1667    -8.9353    18.4349
0.1667    2.5000    -0.2001    17.4061
0.1667    2.5000    -0.6303    17.3668
0.1667    2.5000    -1.1251    17.2291
0.1667    2.5000    -1.6941    17.1891
0.1667    2.5000    -2.3484    17.1178
0.1667    2.5000    -3.1008    17.1759
0.1667    2.5000    -3.9662    17.3697
0.1667    2.5000    -4.9613    17.6420
0.1667    2.5000    -6.1057    17.9351
0.1667    2.5000    -7.4218    18.2046
0.1667    2.5000    -8.9353    18.4164
0.1667    2.8333    -0.2001    17.3948
0.1667    2.8333    -0.6303    17.3263
0.1667    2.8333    -1.1251    17.2008
0.1667    2.8333    -1.6941    17.0855
0.1667    2.8333    -2.3484    16.9910
0.1667    2.8333    -3.1008    17.0544
0.1667    2.8333    -3.9662    17.2706
0.1667    2.8333    -4.9613    17.5697
0.1667    2.8333    -6.1057    17.8868
0.1667    2.8333    -7.4218    18.1746
0.1667    2.8333    -8.9353    18.3991
0.1667    3.1667    -0.2001    17.1176
0.1667    3.1667    -0.6303    17.1632
0.1667    3.1667    -1.1251    17.0734
0.1667    3.1667    -1.6941    16.9716
0.1667    3.1667    -2.3484    16.8728
0.1667    3.1667    -3.1008    16.9437
0.1667    3.1667    -3.9662    17.1806
0.1667    3.1667    -4.9613    17.5037
0.1667    3.1667    -6.1057    17.8424
0.1667    3.1667    -7.4218    18.1472
0.1667    3.1667    -8.9353    18.3832
0.1667    3.5000    -0.2001    17.2466
0.1667    3.5000    -0.6303    17.1720
0.1667    3.5000    -1.1251    17.0203
0.1667    3.5000    -1.6941    16.8993
0.1667    3.5000    -2.3484    16.7725
0.1667    3.5000    -3.1008    16.8470
0.1667    3.5000    -3.9662    17.1015
0.1667    3.5000    -4.9613    17.4452
0.1667    3.5000    -6.1057    17.8027
